idcvlac,autores,nombre,tipo,verificado,lugar,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores
0000332712,DEYCY JANETH SANCHEZ PRECIADO,Libro Redes De Conocimiento En El Pacífico Colombiano: Experiencias En La Construcción De Estructuras Para La Gestión De Conocimiento Territorial.,Libro resultado de investigación,False,Colombia,2010,Editorial Universidad Del Cauca,978-958-732-035-0,500,201,No Aplica,No Aplica,No Aplica
0000332712,DEYCY JANETH SANCHEZ PRECIADO,Developing Technology Transfer Processes in rural contexts: The case of Cauca in Colombia,Libro resultado de investigación,False,Suecia,2018,Halmstad University Press,978-91-87045-84-4,,,Technology transfer;university-to-industry intermediation;Situated learning;Rural Industry,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial, Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales",No Aplica
0000332712,"DEYCY JANETH SANCHEZ PRECIADO, LUZ STELLA PEMBERTHY GALLO","Agenda Ciencia Y Tecnología Caucacyt - Tejiendo Redes, Tejiendo Saberes .",Libro resultado de investigación,False,Colombia,2005,Universidad del Cauca,958-9475-77-9,300,100,Agenda Caucana de Ciencia y Tecnología;Apropiación social de conocimiento;Articulación de Redes Sociales;Diseño políticas C&T;Gestión tecnológica;redes sociales,Ciencias Sociales;Economía y Negocios;Negocios y Management,"Desarrollo rural, Desarrollo Urbano, Educación"
0000192848,ENRIQUE PENA FORERO,Disquisiciones Sobre El Conocimiento Económico,Libro resultado de investigación,False,Colombia,2006,Universidad del Cauca,9589475965,1,320,Conocimiento Económico,Ciencias Sociales;Economía y Negocios;Economía,Educación
0000738433,"ISABEL CRISTINA RIVERA LOZADA, HERNANDO SALOMON PAREDES, ALEJANDRA MILLER",Participacion Ciudadana Y Veeduria En La Gestion Local,Libro resultado de investigación,False,Colombia,1999,Universidad del Cauca,9589702112,200,40,Participación;Democracia;Veeduría;Gestión,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,Desarrollo Urbano
0000738433,"ISABEL CRISTINA RIVERA LOZADA, ALEJANDRA MILLER, HERNADO SALOMON PAREDES",Planeacion Municipal,Libro resultado de investigación,False,Colombia,1999,Universidad del Cauca,9589702120,200,40,Planeación;Participación;Desarrollo,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,Desarrollo Urbano
0000738433,"ISABEL CRISTINA RIVERA LOZADA, ALEJANDRA MILLER, MAURICIO GOMEZ",Análisis y predicción de la economía del Cauca 1960-2005,Libro resultado de investigación,False,Colombia,2006,Universidad del Cauca,9589451063,,,Crecimiento;Desarrollo;Política,Ciencias Sociales;Economía y Negocios;Economía,No Aplica
0000738433,"ISABEL CRISTINA RIVERA LOZADA, HERNADO SALOMON PAREDES, ALEJANDRA MILLER","""las Mujeres en el Cauca: Dos casos de estudio""",Libro resultado de investigación,False,Colombia,2006,Universidad del Cauca,9589702139,,,Género;Conflicto;Cauca,Ciencias Sociales;Economía y Negocios;Economía,No Aplica
0000738433,"ISABEL CRISTINA RIVERA LOZADA, HERNANDO SALOMON PAREDES, ALEJANDRA MILLER",Desarrollo Institucional,Libro resultado de investigación,False,Colombia,1999,Universidad del Cauca,9589702104,200,40,Desarrollo;Planeación Financiera;Gestión;Transp,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,Educación
0000738433,"ISABEL CRISTINA RIVERA LOZADA, ADDIS RAUL COLLAZOS ARDILA, YOHANA ALARCON VALDES",Para resignificar la vida. Un camino hacia la paz,Libro resultado de investigación,True,Colombia,2017,Fundación Tierra de Paz,978-958-57871-3-1,,,Educación formal;Educación flexible,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000738433,"ISABEL CRISTINA RIVERA LOZADA, ADDIS RAUL COLLAZOS ARDILA, YOHANA ALARCON VALDES","Para resignificar la vida. Un camino hacia la paz. Individuo, Familia y Naturaleza",Libro resultado de investigación,False,Colombia,2017,Fundación Tierra de Paz,978-958-5787-4-8,,,Educación formal;Educación flexible,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000738433,"ADDIS RAUL COLLAZOS ARDILA, ISABEL CRISTINA RIVERA LOZADA, YOHANA ALARCON VALDES",Disoñando la vida. Comunidad Glocal - Naturaleza,Libro resultado de investigación,True,Colombia,2017,Fundación Tierra de Paz,978-958-57871-7-9,,,No Aplica,No Aplica,No Aplica
0000738433,ISABEL CRISTINA RIVERA LOZADA,Disoñando la vida. Comunidad Local - Naturaleza,Libro resultado de investigación,True,Colombia,2017,Fundación Tierra de Paz,978-958-57871-5-5,,,No Aplica,No Aplica,No Aplica
0000738433,ISABEL CRISTINA RIVERA LOZADA,"Disoñando la vida. Comunidad Global - Naturaleza. Modelo de educación formal, especial y flexible básica secundaria y media",Libro resultado de investigación,True,Colombia,2017,Fundación Tierra de Paz,978-958-57871-6-2,,,No Aplica,No Aplica,No Aplica
0000315168,JORGE ROCXO MARTINEZ DIAZ,"¿Rosas, ¿Cómo va el Desarrollo Alternativo? A propósito las Familias Guardabosques¿",Libro resultado de investigación,False,Colombia,2016,Universidad del Cauca,00-0000-00-0,,,Cultivos con uso ilícito;Cultivos ilícitos;Desarrollo Alternativo;Desarrollo a Escala Humana;Coca;Desarrollo y Libertad,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0001409555,"KELLY GIOVANNA MUNOZ BALCAZAR, HECTOR MANUEL CUEVAS ARENAS, JOSAFAT MORALES RUBIO",MANIFESTACIONES POLÍTICAS DESDE LA MOVILIZACIÓN Y LOS ESPACIOS SIMBÓLICOS DE PODER CULTURAL.,Libro resultado de investigación,True,Colombia,2019,EDITORIAL USC,978-958-5522-95-4,,,desplazamiento forzado;ciencias políticas;ciencias sociales;Democracia,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica
0001409555,"KELLY GIOVANNA MUNOZ BALCAZAR, FABIO ALBERTO LOZANO VELASQUEZ, EMILIANO PALACIOS DE LOS REYES","Migración, desplazamiento forzado y violencia desde el contexto político global en México y Colombia contemporáneos",Libro resultado de investigación,True,Colombia,2020,Editorial Bonaventuriana,978-958-8928-84-5,,,desplazamiento forzado;Desarrollo rural;ciencias sociales;ciencias políticas;dinamicas rur-urbanas,Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales,No Aplica
0001409555,"HECTOR MANUEL CUEVAS ARENAS, KELLY GIOVANNA MUNOZ BALCAZAR",MANIFESTACIONES POLÍTICAS DESDE LA MOVILIZACIÓN Y LOS ESPACIOS SIMBÓLICOS DE PODER CULTURAL,Libro resultado de investigación,True,Colombia,2019,EDITORIAL USC,978-958-5522-96-1,,,ciencias políticas;ciencias sociales;desarollo local;Desarrollo rural;desplazamiento forzado;dinamicas rur-urbanas,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica
0001409555,"JOSE ARMANDO ORDONEZ CORDOBA, KELLY GIOVANNA MUNOZ BALCAZAR","Se repara el plan de vida, pero no el corazón. Memorias de violencia, éxodo y reconstrucción comunitaria de las víctimas de la masacre de el naya",Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,978-958-5583-38-2,,,Desarrollo rural;desplazamiento forzado;Innovación social;Comunicación y desarrollo,No Aplica,No Aplica
0001409555,"JOSE ARMANDO ORDONEZ CORDOBA, KELLY GIOVANNA MUNOZ BALCAZAR","Se repara el plan de vida, pero no el corazón. Memorias de violencia, éxodo y reconstrucción comunitaria de las víctimas de la masacre de el naya",Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,978-958-5583-39-9,,,desplazamiento forzado;Innovación social;Comunicación y desarrollo;Desarrollo rural,No Aplica,No Aplica
0001409555,"JOSAFAT MORALES RUBIO, KELLY GIOVANNA MUNOZ BALCAZAR",Imaginarios sociales. Cuatro aproximaciones desde las identidades y los espacios.,Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,9789585583641,,,ciencias sociales;dinamicas rur-urbanas;ciencias políticas;Movimientos sociales;Imaginarios sociales;territorio,"Ciencias Sociales;Sociología;Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia)",No Aplica
0001409555,"KELLY GIOVANNA MUNOZ BALCAZAR, JOSAFAT MORALES RUBIO",Imaginarios sociales. Cuatro aproximaciones desde las identidades y los espacios.,Libro resultado de investigación,True,Colombia,2020,EDITORIAL USC,9789585583658,,,Imaginarios sociales;ciencias políticas;ciencias sociales;Desarrollo rural;dinamicas rur-urbanas;Movimientos sociales;territorio,"Ciencias Sociales;Sociología;Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia)",No Aplica
0001409555,KELLY GIOVANNA MUNOZ BALCAZAR,CONFLICTOS Y EMERGENCIAS EN LAS TERRITORIALIDADES LATINOAMERICANAS,Libro resultado de investigación,False,Colombia,2022,Editorial Universidad Santiago de Cali,978-628-7501-72-0,,,Virtualidad ;Territorialidades emergentes ;Territorios en Conflicto,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,No Aplica
0001409555,KELLY GIOVANNA MUNOZ BALCAZAR,Identidad Y Migración En La Revalorización De Los Territorios Rurales,Libro resultado de investigación,True,México,2012,Universidad Autónoma Metropolitana,978-607-477-595-2,0,200,dinamicas rur-urbanas;desarollo local;territorio,Ciencias Sociales;Sociología;Sociología,No Aplica
0001474779,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL",Crianza para el Fortalecimiento Familiar en el Norte del Cauca,Libro resultado de investigación,False,Brasil,2020,Editora Artemis,978-65-87396-15-6,,,diversidad;Estudios del Desarrollo;Familia;Proliferaciones;Territorio,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0001474779,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL",Redes de solidaridad y organizaciones en contextos de diversidad,Libro resultado de investigación,True,Brasil,2020,Editora Artemis,978-65-87396-20-0,,,Estudios del Desarrollo;Interdisciplinareidad;Proliferaciones;diversidad;Territorio,No Aplica,No Aplica
0000520748,MONICA MARIA SINISTERRA RODRIGUEZ,"Capital Social, Sociedad Civil y Desarrollo Sostenible: En Busca de las Fuentes de Progreso en el Cauca",Libro resultado de investigación,False,Colombia,2010,Ediorial Universidad Del Cauca,9789587320466,200,243,No Aplica,No Aplica,No Aplica
0000520748,"MONICA MARIA SINISTERRA RODRIGUEZ, RAUL HERNANDO CORTES LANDAZURY","Capital Social, Sociedad Civil y Desarrollo Sostenible: En Busca de las Fuentes de Progreso en el Cauca",Libro resultado de investigación,True,Colombia,2010,Ediorial Universidad Del Cauca,9789587320466,,,No Aplica,No Aplica,No Aplica
0000520748,"MONICA MARIA SINISTERRA RODRIGUEZ, RAUL HERNANDO CORTES LANDAZURY, RONALD ALEJANDRO MACUACE OTERO",Expectativas Quebrantadas: La Cuestión Afro y la Discriminación Racial en Colombia,Libro resultado de investigación,True,Colombia,2017,Editorial Universidad Del Cauca,9789587322989,,,Desarrollo Sostenible;Políticas Públicas;Discriminación racial;gobernanza,"Ciencias Sociales;Ciencias Políticas;Administración Pública, Ciencias Sociales;Economía y Negocios;Economía, Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo)",No Aplica
0000268453,OLGA LUCIA CADENA DURAN,Plan participativo de desarrollo para la comuna seis de Ibagué,Libro resultado de investigación,False,Colombia,2005,El Poira,,1,180,actores sociales locales;Competitividad;sostenibilidad urbana;gobernabilidad;solidaridad,Ciencias Sociales;Economía y Negocios;Economía,No Aplica
0000268453,OLGA LUCIA CADENA DURAN,La Educación Es La Ruta Al 2019...!,Libro resultado de investigación,False,Colombia,2011,Universidad del Tolima,978-958-9243-94-7,1,36,No Aplica,No Aplica,No Aplica
0000268453,OLGA LUCIA CADENA DURAN,"Agenda prospectiva de ciencia, tecnología e innovación para la competitividad del Tolima 2003-2013",Libro resultado de investigación,False,Colombia,2003,"El Poira Editeres e Impresores, S.A.",958-9243-05-3,,,No Aplica,No Aplica,No Aplica
0000268453,OLGA LUCIA CADENA DURAN,"Perfil Productivo Rural y Urbano de Timbiqui, Cauca",Libro resultado de investigación,False,Colombia,2015,PNUD COLOMBIA,978-958-8902-11-1,,,No Aplica,No Aplica,No Aplica
0000268453,OLGA LUCIA CADENA DURAN,"Perfil Productivo Rural y Urbano de Piamonte, Cauca",Libro resultado de investigación,False,Colombia,2015,PNDU COLOMBIA,978-958-8863-36-8,,,No Aplica,No Aplica,No Aplica
0000268453,"ANDRES MAURICIO GOMEZ SANCHEZ, OLGA LUCIA CADENA DURAN, FABIAN ENRIQUE SALAZAR VILLANO",Estudio de perfil productivo rurl y urbano del municipio de Timbiquí,Libro resultado de investigación,False,Colombia,2015,Programa De Las Naciones Unidas Para El Desarrollo Pnud,978-958-8902-11-1,,,Cadenas productivas;Competitividad;desarrollo local;desarrollo sostenible,"Ciencias Sociales;Geografía Social y Económica;Geografía Económica y Cultural, Ciencias Sociales;Economía y Negocios;Economía, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000268453,"OLGA LUCIA CADENA DURAN, ANDRES MAURICIO GOMEZ SANCHEZ, FABIAN ENRIQUE SALAZAR VILLANO",Estudio de perfil productivo rural y urbano del municipio de El Tambo,Libro resultado de investigación,False,Colombia,2015,Programa De Las Naciones Unidas Para El Desarrollo Pnud,978-958-8863-99-3,,,bienestar;Cadenas productivas;Competitividad;desarrollo local;desarrollo sostenible;nueva ruralidad,"Ciencias Sociales;Economía y Negocios;Economía, Ciencias Sociales;Geografía Social y Económica;Geografía Económica y Cultural, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000268453,"OLGA LUCIA CADENA DURAN, ANDRES MAURICIO GOMEZ SANCHEZ, FABIAN ENRIQUE SALAZAR VILLANO",Estudio de perfil productivo rural y urbano del municipio de Piamonte,Libro resultado de investigación,False,Colombia,2014,Programa De Las Naciones Unidas Para El Desarrollo Pnud,978-958-8863-36-8,,,actores sociales locales;bienestar;Cadenas productivas;Competitividad;desarrollo local;desarrollo sostenible,"Ciencias Sociales;Economía y Negocios;Economía, Ciencias Sociales;Geografía Social y Económica;Geografía Económica y Cultural, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000268453,OLGA LUCIA CADENA DURAN,Estudio de perfil productivo rural y urbano del municipio de Silvia,Libro resultado de investigación,False,Colombia,2014,Programa De Las Naciones Unidas Para El Desarrollo Pnud,978-958-8863-37-5,,,No Aplica,No Aplica,No Aplica
0000268453,"OLGA LUCIA CADENA DURAN, ALEJANDRA GONZALEZ ACEVEDO, OLGA LUCIA SANABRIA DIAGO",Café y Coca: condiciones de sustentabilidad en el suroccidente Colombiano,Libro resultado de investigación,False,Colombia,2020,Universidad del Cauca,9-789587-324105,,,agroecología;ambiente y cultura;campesinos;cultivos con usos ilícitos,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000268453,OLGA LUCIA CADENA DURAN,Escuela y caficultura saberes y aprendizajes en el territorio,Libro resultado de investigación,True,Colombia,2019,Universidad del Cauca,978-958-59594-5-3,,,No Aplica,Ciencias Sociales;Economía y Negocios;Economía,No Aplica
0000588547,"OSCAR ANDRES LOPEZ CORTES, HENRY BOCANEGRA ACOSTA, ALFONSO DAZA GONZALEZ, PAULA MAZUERA AYALA, JOSE RORY FORERO SALCEDO",La representación del servidor público en Colombia perspectivas intradisciplinares en el derecho,Libro resultado de investigación,True,Colombia,2019,Universidad Libre,978-958-5578-00-5,,,No Aplica,Ciencias Sociales;Derecho;Derecho ,No Aplica
0000588547,"TULIO ENRIQUE ROJAS CURIEUX, OSCAR ANDRES LOPEZ CORTES",Análisis de la política pública de reparación a las víctimas pertenecientes a comunidades étnica y culturalmente diferenciadas,Libro resultado de investigación,True,Colombia,2019,Universidad Libre,978-958-5578-02-9,,,No Aplica,"Ciencias Sociales;Ciencias Políticas;Ciencias Políticas, Ciencias Sociales;Derecho;Derecho , Ciencias Sociales;Geografía Social y Económica;Geografía Económica y Cultural",No Aplica
0000588547,OSCAR ANDRES LOPEZ CORTES,"Selección de personal discursos, prácticas, tecnologías",Libro resultado de investigación,True,Colombia,2016,Editorial Pontificia Universidad Javeriana,978-958-716-963-8,,,No Aplica,No Aplica,No Aplica
0000740969,REINALDO ERAZO RODRIGUEZ,"Formulaciòn Y Evaluaciòn De Proyectos: Màs Que Un Proyecto, Un Plan De Negocios",Libro resultado de investigación,False,Colombia,2009,Ediorial Universidad Del Cauca,978-958-44-4818-7,,,No Aplica,No Aplica,No Aplica
0000740969,REINALDO ERAZO RODRIGUEZ,"Formulaciòn Y Evaluaciòn De Proyectos: Màs Que Un Proyecto, Un Plan De Negocios",Libro resultado de investigación,False,Colombia,2009,Ediorial Universidad Del Cauca,978-958-44-4818-7,1,462,No Aplica,No Aplica,No Aplica
0000700789,"RONALD ALEJANDRO MACUACE OTERO, RAUL HERNANDO CORTES LANDAZURY, MONICA MARIA SINISTERRA RODRIGUEZ",EXPECTATIVAS QUEBRANTADAS: LA CUESTIÓN AFRO Y LA DISCRIMINACIÓN EN COLOMBIA,Libro resultado de investigación,False,Colombia,2017,Editorial Universidad Del Cauca,978-958-732-298-9,,,No Aplica,No Aplica,No Aplica
0000700789,RONALD ALEJANDRO MACUACE OTERO,Del crecimiento urbano al rururbano,Libro resultado de investigación,False,Colombia,2017,Universidad del Cauca,978-958-732-297-2,,,rururbano;crecimiento urbano;planeación urbana;Migración;Popayán,Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo),No Aplica
0000700789,RONALD ALEJANDRO MACUACE OTERO,La dinámica de la población y el crecimiento urbano en Popayán: Un análisis comparativo.,Libro resultado de investigación,False,Colombia,2021,Editorial ESAP,978-958-609-095-7,,,No Aplica,Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo),No Aplica
0000329916,TULIO ANDRES CLAVIJO GALLEGO,Dinámicas socioculturales y ambientales del Pacifico colombiano: Historias y reflexiones más allá del Litoral,Libro resultado de investigación,False,Colombia,2020,Ediorial Universidad Del Cauca,978-958-732-421-1,,,No Aplica,No Aplica,No Aplica
0000329916,TULIO ANDRES CLAVIJO GALLEGO,"(Re)configuración territorial en el Pacífico caucano: percepción, apropiación y construcción territorial en el municipio de Guapi",Libro resultado de investigación,False,Colombia,2016,Universidad del Cauca,978-958-732-154-8,,,No Aplica,No Aplica,No Aplica
0001162721,VICKY MABEL DELGADO ZAMBRANO,Reasentamiento en la zona de amenaza volcánica alta del Volcán Galeras,Libro resultado de investigación,True,Colombia,2018,Universidad del Cauca,978-958-732-338-2,,,riesgo;volcán galeras,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0001389538,"LINA JULIANA ROBAYO CORAL, WILSON NOE GARCES AGUILAR",Redes de Solidaridad y Organizaciones en Contextos de Diversidad,Libro resultado de investigación,True,Brasil,2020,Editora Artemis,9786587396200,,,No Aplica,No Aplica,No Aplica
0001389538,"JOSE LUIS DUQUE CEBALLOS, WILSON NOE GARCES AGUILAR",Aproximaciones a los estudios organizacionales en el suroccidente colombiano,Libro resultado de investigación,False,Colombia,2021,Editorial Universidad Santiago de Cali,978-628-7501-48-5,,,No Aplica,Ciencias Sociales;Economía y Negocios;Negocios y Management,No Aplica
0001358471,ZAMANDA CORREA CORREA,"La Prisión de San Isidro Incidencia Fisica, sicologica y social de la Reclusión",Otro libro publicado,False,Colombia,2002,Taller Editorial Universidad Del Cauca,958-3323-28-4,1,189,No Aplica,No Aplica,No Aplica
