idcvlac,categoria,nombre,nombre_citaciones,nacionalidad,sexo
0001632192,Investigador Junior ,Angela Patricia Medina Ortega,"MEDINA ORTEGA, ANGELA PATRICIA",Colombiana,Femenino
0000867292,Investigador Junior ,Augusto Muñoz Caicedo,"MUÑOZ CAICEDO, AUGUSTO",Colombiana,No Aplica
0000986976,No Aplica,Carlos Alberto Navia Amezquita,"NAVIA AMEZQUITA, CARLOS ALBERTO",Colombiana,Masculino
0001632197,No Aplica,David López Valencia,"López-Valencia, D; López, D.",Colombiana,Masculino
0001296280,No Aplica,Diana Lucia NIETO SANCHEZ,"NIETO SANCHEZ, DIANA LUCIA",Colombiana,Femenino
0001329022,No Aplica,Diana SAMPER SIERRA,"SAMPER SIERRA, DIANA",Colombiana,Femenino
0000694061,No Aplica,Gustavo Zorrilla Velásquez,"ZORRILLA VELÁSQUEZ, GUSTAVO",Colombiana,Masculino
0000082373,No Aplica,Jorge Luis Perez Narvaez,"PEREZ NARVAEZ, JORGE LUIS",Colombiana,Masculino
0001441361,No Aplica,Julieta betzabet Montero Carvajal,"MONTERO CARVAJAL, JULIETA BETZABET",Colombiana,Femenino
0000526746,No Aplica,Lina Mabel Bonilla Hernández,"BONILLA HERNÁNDEZ, LINA MABEL",Colombiana,Femenino
0001528259,No Aplica,LINA MARIA MUÑOZ CARDENAS,"MUÑOZ CARDENAS, LINA MARIA",Colombiana,Femenino
0001369514,No Aplica,Natalia Gómez Bonilla,"GÓMEZ BONILLA, NATALIA",Colombiana,Femenino
0001482679,No Aplica,Nelson Fernando Sotelo Muñoz,"SOTELO MUÑOZ, NELSON FERNANDO",Colombiana,Masculino
0001369513,No Aplica,NINFA ANDREA FERNANDEZ JOAQUI,"FERNANDEZ JOAQUI, NINFA ANDREA",Colombiana,Femenino
0001354030,Investigador Asociado ,OMAR ANDRES RAMOS VALENCIA,"RAMOS VALENCIA, OMAR ANDRES",Colombiana,Masculino
0000327778,Investigador Asociado ,Tomas Omar Zamora Bastidas,"ZAMORA BASTIDAS, TOMAS OMAR",Colombiana,Masculino
0000398101,No Aplica,Victor Hugo Campo Daza,"CAMPO DAZA, VICTOR HUGO",Colombiana,Masculino
0000507962,No Aplica,Angelica Patricia CHAMORRO ARRIETA,"CHAMORRO ARRIETA, ANGELICA PATRICIA",Colombiana,Femenino
0000489654,No Aplica,Adriana GUZMAN VELASCO,"GUZMAN VELASCO, ADRIANA",Colombiana,Femenino
0001516094,Investigador Junior ,ANDRES FELIPE VILLAQUIRAN HURTADO,"VILLAQUIRAN HURTADO, ANDRES FELIPE",Colombiana,Masculino
0000012692,No Aplica,Betsy Mercedes Ledezma Chavez,"LEDEZMA CHAVEZ, BETSY MERCEDES",Colombiana,Femenino
0000274445,No Aplica,Blanca Sofía Ramírez Rivera,"RIVERA, B. S. R.",Colombiana,Femenino
0000504874,No Aplica,Clara Ines Paz Peña,"PAZ PEÑA, CLARA INES",Colombiana,Femenino
0000011561,Investigador Junior ,CRISTINA EUGENIA RESTREPO PUENTES,"RESTREPO PUENTES, CRISTINA EUGENIA",Colombiana,Femenino
0000158037,Investigador Junior ,Diana Maria Martinez Ceron,"MARTINEZ CERON, DIANA MARIA",Colombiana,Femenino
0001337872,No Aplica,Diana Maria Rivera Rujana,"RIVERA RUJANA, DIANA MARIA",Colombiana,Femenino
0000893188,No Aplica,Edgar Castro Franco,"CASTRO FRANCO, EDGAR",Colombiana,Masculino
0001695345,No Aplica,FRANKLIN RENE PATIÑO GALINDES,PROGRAMA DE RIESGO CARDIOVASCULAR E.S.E POPAYAN,Colombiana,Masculino
0001056271,Investigador Junior ,Giovana Marcella Rosas Estrada,"ROSAS ESTRADA, GIOVANA MARCELLA",Colombiana,Femenino
0001594752,No Aplica,GUERLIN VLADIMIR ALVAREZ CHAVES,"ALVAREZ CHAVES, GUERLIN VLADIMIR",Colombiana,Masculino
0000515442,No Aplica,Hector Jaime Mosquera Chamorro,"MOSQUERA CHAMORRO, HECTOR JAIME",Colombiana,Masculino
0001259563,No Aplica,Isabella URRUTIA ILLERA,"URRUTIA ILLERA, ISABELLA",Colombiana,Femenino
0000501476,No Aplica,Janeth Jimena BURBANO BURBANO,"BURBANO, J. J. B.",Colombiana,Femenino
0001576137,No Aplica,Jeffry Alexander Hoyos Quisobony,"HOYOS QUISOBONY, JEFFRY ALEXANDER",Colombiana,Masculino
0000499536,Investigador Junior ,Jerónimo Londoño Prieto,"LONDOÑO PRIETO, JERÓNIMO",Colombiana,Masculino
0000796158,Investigador Junior ,LINA MARIA LÓPEZ ROA,"LÓPEZ ROA, LINA MARIA",Colombiana,Femenino
0001464184,No Aplica,LUIS ALEXANDER PEÑA LOPEZ,"PEÑA LOPEZ, LUIS ALEXANDER",Colombiana,Masculino
0000545309,No Aplica,Luz Angela Tovar Ruiz,"TOVAR RUIZ, LUZ ANGELA",Colombiana,Femenino
0000095545,No Aplica,Mabel Lorena Salazar Dulcey,"SALAZAR DULCEY, MABEL LORENA",Colombiana,Femenino
0000480592,Investigador Junior ,Maria Veronica Torres Andrade,"TORRES ANDRADE, MARIA VERONICA",Colombiana,Femenino
0001357557,No Aplica,MARIALUCIA PAZ MEDINA,"PAZ MEDINA, MARIALUCIA",Colombiana,Femenino
0001423562,No Aplica,Mildreth Rocío Tovar Díaz,"TOVAR DÍAZ, MILDRETH ROCÍO",Colombiana,Femenino
0000771988,No Aplica,Mónica Andrea MÉNDEZ NARVÁEZ,Mónica Méndez-Narváez,Colombiana,Femenino
0000515450,No Aplica,Myriam Hormiga Cruz,"HORMIGA CRUZ, MYRIAM",Colombiana,Femenino
0000456594,Investigador Junior ,Paola Vernaza Pinzon,"VERNAZA PINZON, PAOLA",Colombiana,Femenino
0000501484,Investigador Junior ,Sandra JÁCOME VELASCO,"JÁCOME VELASCO, SANDRA",Colombiana,Femenino
0000100022,No Aplica,VIVIANA MARCELA CELIS QUINAYÁS,"CELIS QUINAYÁS, VIVIANA MARCELA",Colombiana,Femenino
0000651672,No Aplica,William Cristancho Gomez,CRISTANCHO W.,Colombiana,Masculino
0000348066,No Aplica,Yexania Yutry Arboleda Moreno,"ARBOLEDA MORENO, YEXANIA YUTRY",Colombiana,Femenino
0000233013,Investigador Asociado ,Olver Bolívar Quijano Valencia,"QUIJANO VALENCIA, OLVER BOLÍVAR",Colombiana,Masculino
0000397385,Investigador Junior ,Guillermo León Martínez Pino,"MARTÍNEZ PINO, GUILLERMO LEÓN",Colombiana,Masculino
0000024742,No Aplica,ANDRES FELIPE AGUILAR BURBANO,"AGUILAR BURBANO, ANDRES FELIPE",Colombiana,Masculino
0000524840,No Aplica,Carlos Corredor Jiménez,"CORREDOR JIMÉNEZ, CARLOS",Colombiana,Masculino
0000664170,No Aplica,Edgar Arboleda Suárez,"ARBOLEDA SUÁREZ, EDGAR",Colombiana,Masculino
0000667021,Investigador Junior ,Francisco Javier ORTEGA,"ORTEGA , FRANCISCO JAVIER",Colombiana,Masculino
0000000135,No Aplica,JESUS GORKYS MOSQUERA MURILLO,"MOSQUERA MURILLO, JESUS GORKYS",Colombiana,Masculino
0001396892,No Aplica,Josè Reinel Bermeo MUNOZ,"BERMEO MUNOZ, JOSÈ REINEL",Colombiana,Masculino
0001593564,No Aplica,Juan Ignacio Oviedo Pino,"OVIEDO PINO, JUAN IGNACIO",Colombiana,Masculino
0001453479,Investigador Junior ,Juan Manuel Arévalo Viveros,"ARÉVALO VIVEROS, JUAN MANUEL",Colombiana,Masculino
0001738703,No Aplica,Lina Teresa Gómez Gómez,"GÓMEZ GÓMEZ , LINA TERESA",Colombiana,Femenino
0001757517,No Aplica,MAURO ANDRÉS SÁNCHEZ MUÑOZ,"SÁNCHEZ MUÑOZ, MAURO ANDRÉS",Colombiana,Masculino
0001419832,No Aplica,NANCY PIEDAD DIAZ ORTIZ,"DIAZ ORTIZ, NANCY PIEDAD",Colombiana,Femenino
0000667617,No Aplica,Oscar Raul SANDOVAL ZÚÑIGA,"SANDOVAL ZÚÑIGA, OSCAR RAUL",Colombiana,Masculino
0000745197,No Aplica,Paola Andrea Paz Echavarría,"PAZ ECHAVARRÍA, PAOLA ANDREA",Colombiana,Femenino
0001405318,No Aplica,Silvia Maria Salazar Giraldo,"SALAZAR GIRALDO, SILVIA MARIA",Colombiana,Femenino
0000232947,No Aplica,Simon Andres IDROBO ZUNIGA,"IDROBO ZUNIGA, SIMON ANDRES",Colombiana,Masculino
0000076149,No Aplica,VIVIANA PATRICIA NARVAEZ CASTILLO,"NARVAEZ CASTILLO, VIVIANA PATRICIA",Colombiana,Femenino
0001749145,No Aplica,William Kenedy Osnas Baltazar,Osnas Baltazar William Kenedy,Colombiana,Masculino
0001708369,No Aplica,Zheidy Mabel Rivera Erazo,"RIVERA ERAZO, ZHEIDY MABEL",Colombiana,Femenino
0000338311,Investigador Asociado ,Alexander Buendía Astudillo,"BUENDÍA ASTUDILLO, ALEXANDER",Colombiana,Masculino
0000340405,Investigador Junior ,Juan Carlos Pino Correa,"PINO CORREA, JUAN CARLOS",Colombiana,Masculino
0001481217,No Aplica,Eva González Tanco,"GONZÁLEZ TANCO, EVA",Extranjero - otra,Femenino
0000115570,No Aplica,FABIAN MARCELO MAMIAN HOYOS,"MAMIÁN HOYOS, FABIÁN MARCELO",Colombiana,Masculino
0001499134,No Aplica,Mónica Emma Lucía Chamoro Mejía,"CHAMORRO MEJÍA, MÓNICA EMMA LUCÍA",Colombiana,Femenino
0001372248,No Aplica,Paola Andrea Martínez Acosta,"MARTÍNEZ ACOSTA, PAOLA ANDREA",Colombiana,Femenino
0000152595,No Aplica,Amalfy Anacona Chicangana,"ANACONA CHICANGANA, AMALFY",Colombiana,Femenino
0000158256,No Aplica,Alexandra Milena Guevara Gómez,"GUEVARA GÓMEZ, ALEXANDRA MILENA",Colombiana,Femenino
0001550512,No Aplica,alvaro garzon garzon,"GARZON GARZON, ALVARO",Colombiana,Masculino
0000105093,No Aplica,Carlos Mario Garcia Perez,"GARCIA PEREZ, CARLOS MARIO",Colombiana,Masculino
0001545931,No Aplica,CLAUDIA CECILIA PERAFAN PAZ,"PERAFAN PAZ, CLAUDIA CECILIA",Colombiana,Femenino
0001882138,No Aplica,Daniel Muñoz Andrade,Muñoz Andrade Daniel,Colombiana,Masculino
0001506032,No Aplica,Daniel Sneyder Campo Zambrano,"CAMPO ZAMBRANO, DANIEL SNEYDER",Colombiana,Masculino
0001997118,No Aplica,Didier Alfonso Vidal Pame,Vidal-Pame,Colombiana,Masculino
0000161840,No Aplica,DIEGO FERNANDO BOLAÑOS CHAMORRO,"BOLAÑOS CHAMORRO, DIEGO FERNANDO",Colombiana,Masculino
0001544725,No Aplica,DORA LUCILA TROYANO SANCHEZ TROYANO SANCHE SANCHEZ,"Troyano Sánchez, Dora",Colombiana,Femenino
0001531286,No Aplica,FABIAN ANDRES MUÑOZ ALEGRIA,"MUÑOZ ALEGRIA, FABIAN ANDRES",Colombiana,Masculino
0000152811,No Aplica,Franco Orlando Garzón Arcos,"GARZÓN ARCOS, FRANCO ORLANDO",Colombiana,Masculino
0000158033,No Aplica,Glenda Veronica Ordoñez Muñoz,"ORDOÑEZ MUÑOZ, GLENDA VERONICA",Colombiana,Femenino
0001431853,No Aplica,Guillermo Alberto Velez Tobar,"VELEZ TOBAR, GUILLERMO ALBERTO",Colombiana,Masculino
0000520152,No Aplica,Guillermo Alberto CORREA GÓMEZ,"CORREA GÓMEZ, GUILLERMO ALBERTO",Colombiana,Masculino
0001565995,No Aplica,JHENNY KATHERINE HUETIO PASSOS,"HUETIO PASSOS, JHENNY KATHERINE",Colombiana,Femenino
0001562582,No Aplica,Jose Cortes Carvajal,"CORTES CARVAJAL, JOSE",Colombiana,Masculino
0001565965,No Aplica,Julian Andres Barco Hernandez,"BARCO HERNANDEZ, JULIAN ANDRES",Colombiana,Masculino
0001428647,No Aplica,Julian Felipe Cortes Carvajal,"CORTES CARVAJAL , JULIAN FELIPE",Colombiana,Masculino
0001547271,No Aplica,Leonardo Fabio Muñoz Wilson,"MUÑOZ WILSON, LEONARDO FABIO",Colombiana,Masculino
0000557536,No Aplica,Margarita Maria Chagûendo Diaz,"CHAGÛENDO DIAZ, MARGARITA MARIA",Colombiana,Femenino
0000098313,No Aplica,Maria Ayerbe rios Alejandra,"AYERBE RIOS ALEJANDRA, MARIA",Colombiana,Femenino
0000557404,No Aplica,María Del Socorro ANAYA FLOREZ,"ANAYA FLOREZ, MARÍA DEL SOCORRO",Colombiana,Femenino
0001565908,No Aplica,Mauricio Fernando Ortiz Sarria,"ORTIZ SARRIA, MAURICIO FERNANDO",Colombiana,Masculino
0001545907,No Aplica,MONICA RODRIGUEZ CERON,"RODRIGUEZ CERON, MONICA",Colombiana,No Aplica
0000058576,No Aplica,NELLY MERCEDES CAMUES VITERI,"CAMUES VITERI, NELLY MERCEDES",Colombiana,Femenino
0001546234,No Aplica,OLGA CRISTINA CAMPO VELASCO,OLGA CRISTINA CAMPO VELASCO,Colombiana,Femenino
0000098335,No Aplica,OSCAR LIBARDO PENCUE FIERRO,"PENCUE FIERRO, OSCAR LIBARDO",Colombiana,Masculino
0001550515,No Aplica,VICTORIA ELENA CASTRO GARZON,"CASTRO GARZON, VICTORIA ELENA",Colombiana,Femenino
0000070076,Investigador Senior ,Luis Guillermo Jaramillo Echeverri,"JARAMILLO ECHEVERRI, LUIS GUILLERMO",Colombiana,Masculino
0000012696,No Aplica,Pedro Anibal Yanza Mera,"YANZA MERA, PEDRO ANIBAL",Colombiana,Masculino
0000157473,No Aplica,Clara Ines Cordoba Llanos,"CORDOBA LLANOS, CLARA INES",Colombiana,Femenino
0001382816,No Aplica,Claudia Constanza Pinzón Romero,"PINZÓN ROMERO, CLAUDIA CONSTANZA",Colombiana,Femenino
0000122886,No Aplica,Claudia Patricia Burbano Astaiza,"BURBANO ASTAIZA, CLAUDIA PATRICIA",Colombiana,Femenino
0001381159,No Aplica,ERIKA ESMERALDA DAVILA CORDOBA,"DAVILA CORDOBA, ERIKA ESMERALDA",Colombiana,Femenino
0000524999,No Aplica,Eugenia Trigo Aza,"TRIGO AZA, EUGENIA",Extranjero - otra,Femenino
0000248827,No Aplica,Francisco Fernando BOHORQUEZ GONGORA,"BOHORQUEZ GONGORA, FRANCISCO FERNANDO",Colombiana,Masculino
0000228990,No Aplica,Gerardo Ignacio Naundorf Sanz,"NAUNDORF SANZ, GERARDO IGNACIO",Colombiana,Masculino
0000772100,No Aplica,Guillermo Rojas Quiceno,"Rojasquiceno, Guillermo",Colombiana,Masculino
0000884391,No Aplica,Jair Dario CARMONA NARANJO,"NARANJO, J. D. C.",Colombiana,Masculino
0000920231,No Aplica,Jorge Alberto Ortiz Vivas,"ORTIZ VIVAS, JORGE ALBERTO",Colombiana,Masculino
0000012700,No Aplica,José Harvey Montoya Pelaéz,"MONTOYA PELAÉZ, JOSÉ HARVEY",Colombiana,Masculino
0000862177,No Aplica,LIZZETH MARCELLY TORRES QUINTERO,"TORRES QUINTERO,LIZZETH MARCELLY",Colombiana,Femenino
0001439730,No Aplica,María Doralice Giraldo Solarte,Nervaduras de la Motricidad Humana,Colombiana,Femenino
0001196936,No Aplica,Martha PARADA BERNAL,"BERNAL, M. E. P.",Colombiana,Femenino
0001036963,No Aplica,Nohora Graciela Martinez Torres,"TORRES, N. G. M.",Colombiana,Femenino
0000862193,No Aplica,Pedro Alejandro Molano Abril,"ABRIL, P. A. M.",Colombiana,Masculino
0000877727,No Aplica,Robinson Meneses Llanos,"MENESES LLANOS, ROBINSON",Colombiana,Masculino
0000859591,No Aplica,VICTOR HUGO QUILINDO,"QUILINDO , VICTOR HUGO",Colombiana,Masculino
0000861219,No Aplica,Yenny SALAZAR MUÑOZ,"MUÑOZ, Y. S. S.",Colombiana,Femenino
0000011410,Investigador Senior ,Carlos Hernan Sierra Torres,"SIERRA-TORRES, CARLOS H.",Colombiana,Masculino
0001352819,No Aplica,Angelica Alejandra Dominguez Acosta,"DOMINGUEZ ACOSTA, ANGELICA ALEJANDRA",Colombiana,Femenino
0000061797,No Aplica,Daniela Carvajal Cucuñame,"CARVAJAL CUCUÑAME, DANIELA",Colombiana,Femenino
0001340772,No Aplica,Diana Marcela Torres Cuellar,"TORRES CUELLAR, DIANA MARCELA",Colombiana,Femenino
0000489018,Investigador Junior ,HAROLD JOFRE BOLAÑOS BRAVO,"BOLAÑOS BRAVO, HAROLD JOFRE",Colombiana,Masculino
0000061344,Investigador Asociado ,Hugo PORTELA GUARIN,"PORTELA GUARIN, HUGO",Colombiana,Masculino
0000181416,No Aplica,Maria Virginia Londoño Cabezas,"LONDOÑO CABEZAS, MARIA VIRGINIA",Colombiana,Femenino
0000054163,No Aplica,Pablo Andres Ortiz Pineda,"ORTIZ PINEDA, PABLO ANDRES",Colombiana,Masculino
0001438254,No Aplica,Yeimy Bibiana Diaz Tenorio,"DIAZ TENORIO, YEIMY BIBIANA",Colombiana,Femenino
0000190497,No Aplica,Alejandro Muñoz Olano,"MUÑOZ OLANO, ALEJANDRO",Colombiana,Masculino
0000037900,No Aplica,Alexis Alejandro López Sandoval,"LÓPEZ SANDOVAL, ALEXIS ALEJANDRO",Colombiana,Masculino
0000241806,No Aplica,Andres Javier QUIROGA QUIROGA,"Quiroga Quiroga, Andres Javier",Colombiana,Masculino
0000370436,No Aplica,Astrid Lorena Urbano Cano,"URBANO CANO, ASTRID LORENA",Colombiana,Femenino
0000349810,Investigador Junior ,Claudia Patricia Acosta Astaiza,"ACOSTA ASTAIZA, CLAUDIA PATRICIA",Colombiana,Femenino
0001165836,No Aplica,Eliana Cristina Portilla Fernandez,"PORTILLA FERNANDEZ, ELIANA CRISTINA",Colombiana,Femenino
0001341442,No Aplica,Fabián Andrés Hurtado Erazo,"HURTADO ERAZO, FABIÁN ANDRÉS",Colombiana,Masculino
0001370610,No Aplica,Guillermo Wilson Muñoz Ordoñez,"MUÑOZ ORDOÑEZ, GUILLERMO WILSON",Colombiana,Masculino
0000013943,No Aplica,Jannet RODRIGUEZ ARGOTE,"RODRIGUEZ ARGOTE, JANNET",Colombiana,Femenino
0000458376,No Aplica,Juan CARLOS ADRADA GIRON,"ADRADA GIRON, JUAN CARLOS",Colombiana,Masculino
0000058723,No Aplica,Juliana Fernández Valenzuela,"FERNÁNDEZ VALENZUELA, JULIANA",Colombiana,Femenino
0000188379,No Aplica,Leonora Orejuela Aristizábal,Orejuela Leonora,Colombiana,Femenino
0000348694,No Aplica,María Piedad Acosta Aragón,"ACOSTA ARAGÓN, MARÍA PIEDAD",Colombiana,Femenino
0000370452,No Aplica,Nadia Maca Muñoz,"MUÑOZ, N. N. M.",Colombiana,Femenino
0000191167,Investigador Asociado ,Olga Carolina Cárdenas Gómez,"CÁRDENAS GÓMEZ, OLGA CAROLINA",Colombiana,Femenino
0000013951,Investigador Junior ,Rosa Alvarez Rosero,"ALVAREZ ROSERO, ROSA",Colombiana,Femenino
0000011860,No Aplica,Sulma Lilian Muñoz Benitez,"MUÑOZ BENITEZ, SULMA LILIAN",Colombiana,Femenino
0000526460,No Aplica,Yaliana Tafurt Cardona,"TAFURT CARDONA, YALIANA",Colombiana,Femenino
0001444110,Investigador Junior ,Yeison Harvey Carlosama Rosero,"CARLOSAMA ROSERO, YEISON HARVEY",Colombiana,Masculino
0001360927,Investigador Junior ,David Alexander Gutiérrez Ramírez,"GUTIÉRREZ RAMÍREZ, DAVID ALEXANDER",Colombiana,Masculino
0001604058,No Aplica,Ana Isabel Restrepo Dorado,"RESTREPO DORADO, ANA ISABEL",Colombiana,Femenino
0001551244,No Aplica,andres fernando erazo dominguez,"ERAZO DOMINGUEZ, ANDRES FERNANDO",Colombiana,Masculino
0001619222,Investigador Senior ,Camilo Andrés Alfonso Rodríguez,"ALFONSO RODRÍGUEZ, CAMILO ANDRÉS",Colombiana,Masculino
0000607134,No Aplica,Claudia Moreno Valencia,"MORENO VALENCIA, CLAUDIA",Colombiana,Femenino
0000039666,No Aplica,EMILCE SANCHEZ ROJAS,"SANCHEZ ROJAS, EMILCE",Colombiana,Femenino
0000984442,No Aplica,Itzjak Kadar Mizrachi,"KADAR MIZRACHI, ITZJAK",Colombiana,Masculino
0001545679,No Aplica,Juan Pablo Pava Lozano,"PAVA LOZANO, JUAN PABLO",Colombiana,Masculino
0001614825,No Aplica,Maria Angelica Marcela Barco Bastidas,"BARCO BASTIDAS, MARIA ANGELICA MARCELA",Colombiana,Femenino
0000074005,No Aplica,Monica Maya Giraldo,"MAYA GIRALDO, MONICA",Colombiana,Femenino
0000265675,Investigador Junior ,Carlos Arturo Leon Roa,"Leon-Roa, Carlos",Colombiana,Masculino
0001386390,No Aplica,Claudia Maritza Gamboa Franco,"GAMBOA FRANCO , CLAUDIA MARITZA",Colombiana,Femenino
0001659533,No Aplica,Laura Victoria Leon Casanova,Laura Victoria Leon,Colombiana,No Aplica
0001966167,No Aplica,Sebastián Zuluaga Aristizábal,"ZULUAGA ARISTIZÁBAL, SEBASTIÁN",Colombiana,Masculino
0000269140,Investigador Senior ,Luis Freddy Muñoz Sanabria,"MUÑOZ SANABRIA, LUIS FREDDY",Colombiana,Masculino
0002042699,No Aplica,Alejandra Yicel Vargas Muñoz,Alejandra Yicel Vargas Muñoz,Colombiana,Femenino
0000533939,No Aplica,Alfer Cerón Hernández,"CERÓN HERNÁNDEZ, ALFER LEONARDO",Colombiana,Masculino
0000588423,No Aplica,Andrés Felipe Arboleda Gaeth,"ARBOLEDA GAETH, ANDRÉS FELIPE",Colombiana,Masculino
0001520078,Investigador Junior ,Carlos Felipe Estrada Solano,"Estrada-Solano, Felipe",Colombiana,Masculino
0000065065,No Aplica,Daniela Iboth Gutierrez Idrobo,"GUTIERREZ IDROBO, DANIELA IBOTH",Colombiana,No Aplica
0000750476,Investigador Junior ,Evelio Astaiza Hoyos,"ASTAIZA HOYOS, EVELIO",Colombiana,Masculino
0001498133,No Aplica,fabinton sotelo gomez,"SOTELO GOMEZ, FABINTON",Colombiana,Masculino
0000644692,No Aplica,Fernando Andres Sanchez Pizo,"Softcreative, F. A. S.",Colombiana,Masculino
0000336947,No Aplica,Franco Arturo Urbano Ordoñez,"URBANO ORDOÑEZ, FRANCO ARTURO",Colombiana,Masculino
0000424498,Investigador Junior ,Héctor Fabio Bermúdez Orozco,"BERMÚDEZ OROZCO, HÉCTOR FABIO",Colombiana,Masculino
0001354139,No Aplica,John Hernando Peña Jurado,"PEÑA JURADO, JOHN HERNANDO",Colombiana,No Aplica
0000876569,Investigador Senior ,Jose Armando ordonez cordoba,"ORDONEZ CORDOBA, JOSE ARMANDO",Colombiana,Masculino
0001361776,No Aplica,Julián Andrés Zúñiga,"ZÚÑIGA, JULIÁN ANDRÉS",Colombiana,Masculino
0001619145,No Aplica,LEYDI MERCEDES VARGAS ORDOÑEZ,"VARGAS ORDOÑEZ, LEYDI MERCEDES",Colombiana,Femenino
0000092768,No Aplica,Sandra Marcela Chito Cerón,"CHITO CERÓN, SANDRA MARCELA",Colombiana,Femenino
0000876461,Investigador Senior ,Wilmar Yesid Campo Muñoz,"CAMPO MUÑOZ, WILMAR YESID",Colombiana,Masculino
0001409725,No Aplica,Alex Andrés López Guevara,"LÓPEZ GUEVARA, ALEX ANDRÉS",Colombiana,Masculino
0000891142,Investigador Junior ,Adriana Del Rocío Hernández Yasnó,"HERNÁNDEZ YASNÓ, ADRIANA DEL ROCÍO",Colombiana,Femenino
0001514722,No Aplica,Alejandra Parra Guzmán,"PARRA GUZMÁN, ALEJANDRA",Colombiana,Femenino
0001434695,No Aplica,Alejandra Ramirez Rivera,Ramirez Rivera Alejandra,Colombiana,Femenino
0001437250,No Aplica,Alejandra Ramirez Rivera,Ramirez Rivera Alejandra,Colombiana,Femenino
0001240811,Investigador Junior ,Carolina Quiñónez Zúñiga,"QUIÑÓNEZ ZÚÑIGA, CAROLINA",Colombiana,Femenino
0001414159,No Aplica,Carolina Ramirez Hoyos,"RAMIREZ HOYOS, CAROLINA",Colombiana,Femenino
0001368446,No Aplica,EDDY JOHANA PASINGA MUÑOZ,"PASINGA MUÑOZ, EDDY JOHANA",Colombiana,Femenino
0000055093,Investigador Asociado ,Fabio Alberto Lozano Velásquez,"LOZANO VELÁSQUEZ, FABIO ALBERTO",Colombiana,Masculino
0001487253,No Aplica,FRANCI YORLINE ASTAIZA BRAVO,"ASTAIZA BRAVO, FRANCI YORLINE",Colombiana,Femenino
0001345375,No Aplica,Isabel Cristina Cardona Santos,Isabel Cristina Cardona Santos,Colombiana,Femenino
0002010658,No Aplica,IVÁN CAMILO HENAO MORÁN,"HENAO MORÁN, IVÁN CAMILO",Colombiana,Masculino
0001511314,No Aplica,Laura Natalia Vaca Pardo,"VACA PARDO, LAURA NATALIA",Colombiana,Femenino
0000873144,No Aplica,Laura Patricia LEGARDA BURBANO,"LEGARDA, L.P.",Colombiana,Femenino
0000026659,No Aplica,María Alejandra Torres Semanate,"TORRES SEMANATE, MARÍA ALEJANDRA",Colombiana,Femenino
0000015979,No Aplica,Maria Cristina Collazos Hernandez,"COLLAZOS HERNANDEZ, MARIA CRISTINA",Colombiana,Femenino
0001413951,No Aplica,Maria Jose Garces Arias,"GARCÉS ARIAS, MARÍA JOSÉ",Colombiana,Femenino
0001362722,No Aplica,MIGUEL DARÍO CALVACHY,"CALVACHY, MIGUEL DARÍO",Colombiana,Masculino
0000066888,No Aplica,Natalia Cordoba Claros,"CÓRDOBA CLAROS, NATALIA",Colombiana,Femenino
0001721573,No Aplica,Yuliet Bedoya Rangel,Yuliet Bedoya Rangel,Colombiana,Femenino
0001379852,No Aplica,Adriana Carolina Casas Bustillo,"CASAS BUSTILLO, ADRIANA CAROLINA",Colombiana,Femenino
0001353889,Investigador Junior ,Amparo López Higuera,"LÓPEZ HIGUERA, AMPARO",Colombiana,Femenino
0000620203,No Aplica,Andrea Guevara Agredo,"GUEVARA AGREDO, ANDREA",Colombiana,Femenino
0000617652,No Aplica,Angela Eugenia Zuñiga Pino,"ZUÑIGA PINO, ANGELA EUGENIA",Colombiana,No Aplica
0000867837,No Aplica,Aura Teresa Palacios Pérez,"PALACIOS PÉREZ, AURA TERESA",Colombiana,Femenino
0000187257,No Aplica,Christian Andrés Acosta Pérez,"ACOSTA PÉREZ, CHRISTIAN ANDRÉS",Colombiana,Masculino
0001711395,No Aplica,CLAUDIA ELISA JANSASOY MUÑOZ,"JANSASOY MUÑOZ , CLAUDIA ELISA",Colombiana,Femenino
0000596370,No Aplica,CLAUDIA XIMENA CAMPO CAÑAR,"CAMPO CAÑAR, CLAUDIA XIMENA",Colombiana,Femenino
0000073634,No Aplica,Diana Marcela Prado Mosquera,"PRADO MOSQUERA, DIANA MARCELA",Colombiana,Femenino
0001749236,No Aplica,francy Elena Polo Mendez,"POLO MENDEZ , FRANCY ELENA",Colombiana,Femenino
0000617237,No Aplica,Gloria Esperanza Daza TIMANA,"DAZA TIMANA, GLORIA ESPERANZA",Colombiana,Femenino
0000617385,No Aplica,Gloria Esperanza Rojas Alvarado,"ALVARADO, G. E. R.",Colombiana,Femenino
0000579530,No Aplica,Isabel Muñoz Zambrano,"MUÑOZ ZAMBRANO, ISABEL",Colombiana,Femenino
