idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0000612529,"CLAUDIO URBANO BITTENCOURT PINHEIRO, MICHAEL BALICK",Biodiversidade Amazônica: exemplos e estratégias de,Biodiversidade Amazônica: exemplos e estratégias de,False,1999,No Aplica,No Aplica,1,254 - 255,Amazonas;Estrategias de conbservacion;multipropósitos,"Ciencias Naturales;Ciencias Biológicas;Otras Biologías, Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas",No Aplica,Biodiversidade Amazônica: exemplos e estratégias de,Biodiversidade Amazônica: exemplos e estratégias de
0000612529,"CLAUDIO URBANO BITTENCOURT PINHEIRO, MICHAEL BALICK",.). Selected Species and Strategies to Enhance Income Generation from Amazonian Forests,Selected Species and Strategies to Enhance Income Generation from Amazonian Forests,False,1995,No Aplica,No Aplica,1,177 - 188,Recursos forestales;Amazonas,Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas,No Aplica,.). Selected Species and Strategies to Enhance Income Generation from Amazonian Forests,Selected Species and Strategies to Enhance Income Generation from Amazonian Forests
0000612529,CLAUDIO URBANO BITTENCOURT PINHEIRO,A palmeira babaçu (Orbignya phalerata Martius) e sua,"Productos Forestales, Medios de Subsistencia y Conservación - Estudios de Caso sobre",False,2004,No Aplica,No Aplica,03,163 - 180,Recursos forestales;Sistemas de m anejo;Vernacular names;Palms,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agronomía, Ciencias Naturales;Ciencias Biológicas;Ecología",No Aplica,A palmeira babaçu (Orbignya phalerata Martius) e sua,"Productos Forestales, Medios de Subsistencia y Conservación - Estudios de Caso sobre"
0001629196,DIDAC SANTOS FITA,El manejo de fauna silvestre en la Frontera Sur: una perspectiva comunitaria,La Otra Innovación Para El Ambiente Y La Sociedad En La Frontera Sur De México.,False,2012,"ECOSUR-REDISA, CONACYT, México.","ECOSUR-REDISA, CONACYT, México.",,59 - 69,No Aplica,No Aplica,No Aplica,El manejo de fauna silvestre en la Frontera Sur: una perspectiva comunitaria,La Otra Innovación Para El Ambiente Y La Sociedad En La Frontera Sur De México.
0001629196,DIDAC SANTOS FITA,Sistemas de clasificación etnozoológicos,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales,False,2009,"Ediciones Tundra, Valencia, España.","Ediciones Tundra, Valencia, España.",,67 - 94,No Aplica,No Aplica,No Aplica,Sistemas de clasificación etnozoológicos,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales
0001629196,DIDAC SANTOS FITA,Hacia un etnoconservacionismo de la fauna silvestre,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales,False,2009,"Ediciones Tundra, Valencia, España.","Ediciones Tundra, Valencia, España.",,97 - 117,No Aplica,No Aplica,No Aplica,Hacia un etnoconservacionismo de la fauna silvestre,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales
0001629196,DIDAC SANTOS FITA,El quehacer de la Etnozoología,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales,False,2009,"Ediciones Tundra, Valencia, España.","Ediciones Tundra, Valencia, España.",,23 - 44,No Aplica,No Aplica,No Aplica,El quehacer de la Etnozoología,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales
0001629196,DIDAC SANTOS FITA,Etnociencias: la búsqueda por categorías de realidad,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales,False,2009,"Ediciones Tundra, Valencia, España.","Ediciones Tundra, Valencia, España.",,45 - 53,No Aplica,No Aplica,No Aplica,Etnociencias: la búsqueda por categorías de realidad,Manual De Etnozoología: Una Guía Teórica Práctica Para Revelar La Interconexión Del Humano Con Los Animales
0001629196,DIDAC SANTOS FITA,"La investigación etnoentomológica en México: antecedentes, retos y perspectivas.",Encontros E Desencontros Na Pesquisa Etnobiológica E Etnoecológica: Os Desafios Do Trabalho De Campo,False,2009,"NUPEEA, Recife, PB, Brasil.","NUPEEA, Recife, PB, Brasil.",,235 - 258,No Aplica,No Aplica,No Aplica,"La investigación etnoentomológica en México: antecedentes, retos y perspectivas.",Encontros E Desencontros Na Pesquisa Etnobiológica E Etnoecológica: Os Desafios Do Trabalho De Campo
0001629196,DIDAC SANTOS FITA,"La milpa comedero-trampa de los cazadores mayas del centro de Quintana Roo, México",Etnoagroforestería en México.,False,2016,Libros UNAM,Libros UNAM,,263 - 287,No Aplica,No Aplica,No Aplica,"La milpa comedero-trampa de los cazadores mayas del centro de Quintana Roo, México",Etnoagroforestería en México.
0001629196,DIDAC SANTOS FITA,"La milpa comedero-trampa de los cazadores mayas del centro de Quintana Roo, México",Etnoagroforestería en México.,False,2016,Moreno-Calles,Moreno-Calles,,263 - 287,No Aplica,No Aplica,No Aplica,"La milpa comedero-trampa de los cazadores mayas del centro de Quintana Roo, México",Etnoagroforestería en México
0001616393,EDUARDO CORONA,"Small domestic fowl in a Roman site from Spain (Veranes, Asturias)",Birds in Archaeology,False,2010,Groningen University Library,Groningen University Library,,23 - 26,No Aplica,No Aplica,No Aplica,"Small domestic fowl in a Roman site from Spain (Veranes, Asturias)",Birds in Archaeology
0001616393,EDUARDO CORONA,Los escenarios paleobiológicos para las interacciones entre las sociedades y el medio ambiente en la región de Morelos,Ethnozooarchaeology: The Present and Past of Human-animal Relationships.,False,2010,Oxbow Books Ltd,Oxbow Books Ltd,,31 - 42,No Aplica,No Aplica,No Aplica,Los escenarios paleobiológicos para las interacciones entre las sociedades y el medio ambiente en la región de Morelos,Ethnozooarchaeology: The Present and Past of Human-animal Relationships.
0000335592,FABIOLA EUGENIA GONZALEZ CUELLAR,Micologia Clinica-Micosis humanas,"Capítulo 87. En: Texto De Medicina Interna, 1a Edición.",False,2009,Ediorial Universidad Del Cauca,Ediorial Universidad Del Cauca,,204 - 218 N/A,No Aplica,No Aplica,No Aplica,Micologia Clinica-Micosis humanas,"Capítulo 87. En: Texto De Medicina Interna, 1a Edición."
0000335592,FABIOLA EUGENIA GONZALEZ CUELLAR,Meningitis por hongos,"Capítulo 87. En: Texto De Medicina Interna, 1a Edición.",False,2009,Ediorial Universidad Del Cauca,Ediorial Universidad Del Cauca,,685 - 687 N/A,No Aplica,No Aplica,No Aplica,Meningitis por hongos,"Capítulo 87. En: Texto De Medicina Interna, 1a Edición."
0001422011,GERMAN ESCOBAR BERON,Productividad de pasturas nativas y diferentes modelos de manejo en los Llanos Orientales.,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia,False,2001,Ciat,Ciat,,186 - 197,No Aplica,No Aplica,No Aplica,Productividad de pasturas nativas y diferentes modelos de manejo en los Llanos Orientales.,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia
0001422011,GERMAN ESCOBAR BERON,Claves sinópticas ilustradas para identificar especies de gramíneas comunes en la altillanura de los Llanos Orientales de Colombia.,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia,False,2001,Ciat,Ciat,,249 - 296,No Aplica,No Aplica,No Aplica,Claves sinópticas ilustradas para identificar especies de gramíneas comunes en la altillanura de los Llanos Orientales de Colombia.,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia
0001422011,GERMAN ESCOBAR BERON,Producción de biomasa vegetal epígea e hipógea en las sabanas nativas,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia,False,2001,Ciat,Ciat,,198 - 222,No Aplica,No Aplica,No Aplica,Producción de biomasa vegetal epígea e hipógea en las sabanas nativas,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia
0001422011,GERMAN ESCOBAR BERON,Condiciones naturales de la sabana,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia,False,2001,Ciat,Ciat,,21 -,sabanas nativas;suelos,No Aplica,No Aplica,Condiciones naturales de la sabana,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia
0001422011,GERMAN ESCOBAR BERON,"Degradación de pasturas mejoradas por la presencia de especies no deseadas en Carimagua, Colombia",Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia,False,2001,Ciat,Ciat,,223 - 239,No Aplica,No Aplica,No Aplica,"Degradación de pasturas mejoradas por la presencia de especies no deseadas en Carimagua, Colombia",Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia
0001422011,GERMAN ESCOBAR BERON,"Dinámica de la vegetación sometida a quema, pastoreo y otras formas de manejo en la sabana nativa.",Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia,False,2001,Ciat,Ciat,,138 - 185,No Aplica,No Aplica,No Aplica,"Dinámica de la vegetación sometida a quema, pastoreo y otras formas de manejo en la sabana nativa.",Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia
0001422011,GERMAN ESCOBAR BERON,Radiometría terrestre para el inventario y otros estudios de la vegetación de sabana,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia,False,2001,Ciat,Ciat,,97 - 110,No Aplica,No Aplica,No Aplica,Radiometría terrestre para el inventario y otros estudios de la vegetación de sabana,Agroecología Y Biodiversidad De Las Sabanas En Los Llanos Orientales De Colombia
0000260592,JAIME EDUARDO MUNOZ FLOREZ,Micorriza Arbuscular en Agrosistemas,Las Endomicorrizas: Expresión Bioedáfica De Importancia En El Trópico. Universidad Nacional De Colombia Sede Palmira.,False,2005,Universidad Nacional de Colombia,Universidad Nacional de Colombia,,179 - 315,No Aplica,No Aplica,No Aplica,Micorriza Arbuscular en Agrosistemas,Las Endomicorrizas: Expresión Bioedáfica De Importancia En El Trópico. Universidad Nacional De Colombia Sede Palmira.
0001522867,JORGE ALBERTO LOPEZ GUZMAN,Presentación,Caminos de la ciencia política: movimientos sociales y estallidos sociales en América Latina,False,2023,Asociación Latinoamericana de Ciencia Política,Asociación Latinoamericana de Ciencia Política,,10 - 11,No Aplica,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas,"Administración pública, defensa y seguridad social",Presentación,Caminos de la ciencia política: movimientos sociales y estallidos sociales en América Latina
0000716960,"MARIA PULIDO SILVA, J CAVELIER","Comercialización de productos vegetales no maderables en los mercados de Leticia y Florencia, Amazonía Colombiana",Publicado en: Duivenvoorden,False,2001,No Aplica,No Aplica,,265 - 310,No Aplica,Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas,No Aplica,"Comercialización de productos vegetales no maderables en los mercados de Leticia y Florencia, Amazonía Colombiana",Publicado en: Duivenvoorden
0000716960,"MARIA PULIDO SILVA, J CABALLERO, A MARTINEZ",El uso de la palma de guano,"La Riqueza de los bosques Mexicanos, mas allá de la madera",False,2005,No Aplica,No Aplica,,,No Aplica,Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas,No Aplica,El uso de la palma de guano,"La Riqueza de los bosques Mexicanos, mas allá de la madera"
0000716960,"MARIA PULIDO SILVA, J CABALLERO, S P CORTES","Structure and Composition of Colombian Montane Oak forestsImportancia cultural, en función del uso, de cinco especies de artrópodos en Tlacuilotepec, Puebla, México",Ecology and Conservation of Neotropical Montane Oak Forests,False,2006,No Aplica,No Aplica,,141 - 154,No Aplica,Ciencias Naturales;Ciencias Biológicas;Ecología,No Aplica,"Structure and Composition of Colombian Montane Oak forestsImportancia cultural, en función del uso, de cinco especies de artrópodos en Tlacuilotepec, Puebla, México",Ecology and Conservation of Neotropical Montane Oak Forests
0000716960,"MARIA PULIDO SILVA, J CABALLERO, A MARTINEZ","El uso de la palma de guano(Sabal yapa) en la industria turística de Quintana Roo, México","Productos forestales, medios de subsistencia y Conservación",False,2004,CIFOR-CGIAR,CIFOR-CGIAR,3,365 - 385,No Aplica,Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas,No Aplica,"El uso de la palma de guano(Sabal yapa) en la industria turística de Quintana Roo, México","Productos forestales, medios de subsistencia y Conservación"
0000716960,"MARIA PULIDO SILVA, J CABALLERO, A MARTINEZ","Xa¿an palm, thatching leaves","Riches of the forest: fruits, remedies and handicrafts in Latin America",False,2004,Overbrook Foundation,Overbrook Foundation,,53 - 56,No Aplica,Ciencias Naturales;Ciencias Biológicas;Ecología,No Aplica,"Xa¿an palm, thatching leaves","Riches of the forest: fruits, remedies and handicrafts in Latin America"
0000716960,"MARIA PULIDO SILVA, J CAVELIER, D LIZCANO",El Caribe y los paises del continente americano: Colombia,Bosques Nublados Del Neotropico,False,2001,No Aplica,No Aplica,,443 - 496,No Aplica,Ciencias Naturales;Ciencias Biológicas;Ecología,No Aplica,El Caribe y los paises del continente americano: Colombia,Bosques Nublados Del Neotropico
0000112692,MARIA TERESA CABRERA LOPEZ,Región y redes de relaciones en los traspatios campesinos del poniente de Tlaxcala. Entre la cultura y la naturaleza,Primer Congreso Nacional. Naturaleza-Sociedad. Memoria del congreso,False,2011,Universidad Autónoma de Tlaxcala,Universidad Autónoma de Tlaxcala,,324 - 349,No Aplica,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente,No Aplica,Región y redes de relaciones en los traspatios campesinos del poniente de Tlaxcala. Entre la cultura y la naturaleza,Primer Congreso Nacional. Naturaleza-Sociedad. Memoria del congreso
0000112692,MARIA TERESA CABRERA LOPEZ,Coevolución y redes sociales en el intercambio de conocimiento y germoplasma. Construyendo biodiversidad y territorios en Tlaxcala,Naturaleza-sociedad. Reflexione desde la complejidad,False,2013,Universidad Autónoma de Tlaxcala,Universidad Autónoma de Tlaxcala,,544 - 567,No Aplica,No Aplica,No Aplica,Coevolución y redes sociales en el intercambio de conocimiento y germoplasma. Construyendo biodiversidad y territorios en Tlaxcala,Naturaleza-sociedad. Reflexione desde la complejidad
0000112692,"PEDRO ANTONIO ORTIZ BAEZ, MARIA TERESA CABRERA LOPEZ","El traspatio campesino en el norponiente de Tlaxcala, México: entre la naturaleza y la cultura","Saberes, paisagens e territórios rurais da América Latina",False,2016,Universidad Federal do Paraná,Universidad Federal do Paraná,,313 - 338,No Aplica,No Aplica,No Aplica,"El traspatio campesino en el norponiente de Tlaxcala, México: entre la naturaleza y la cultura","Saberes, paisagens e territórios rurais da América Latina"
0000246808,"MARIA TERESA PULIDO, MARTHA SOFIA GONZALEZ INSUASTI, PAUL HERSCH, CATARINA ILLSLEY, CITLALLI LOPEZ, FERNANDO RAMIREZ",Productos forestales no maderables: consideraciones sobre su dimensión económica,Sistemas biocognitivos tradicionales paradigmas en la conservación biológica y el fortalecimiento cultural.,False,2010,Universidad Autonoma del Estado de Hidalgo,Universidad Autonoma del Estado de Hidalgo,,214 - 218,Dimensión Económica,Ciencias Naturales;Ciencias Biológicas;Botánica y Ciencias de las Plantas,No Aplica,Productos forestales no maderables: consideraciones sobre su dimensión económica,Sistemas Biocognitivos Tradicionales: Paradigmas En La Conservación Biológica Y El Fortalecimiento Cultural.
0000246808,"MARTHA SOFIA GONZALEZ INSUASTI, MONICA MARCELA MARTINEZ CEBALLOS, JHON JAIRO CALDERON LEYTON","Estudio Etnozoológico en la Red de Reservas Naturales de la Cocha, Corregimiento del Encano, Departamento de Nariño-Colombia",El Enfoque Multidimensional De La Etnozoología En Ámerica Latina,False,2011,Universidad Autonoma Del Estado De Morelos,Universidad Autonoma Del Estado De Morelos,,75 - 129,No Aplica,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",No Aplica,"Estudio Etnozoológico en la Red de Reservas Naturales de la Cocha, Corregimiento del Encano, Departamento de Nariño-Colombia",El Enfoque Multidimensional De La Etnozoología En Ámerica Latina
