idgruplac,verificado,tipo,capitulo,lugar,fecha,libro,isbn,volumen,paginas,editorial,autores
00000000002184,True,Capítulo de libro,Estrategias de Educación Inclusiva y Diversa en la Formación Contable: Reflexiones desde el Programa de Contaduría Pública de la Fundación Universitaria de Popayán,Colombia,2020,Innovando desde las organizaciones,978-958-58321-8-3,,34 - 45,Fundación Universitaria de San Gil,"MAGDA AHUMADA PARDO, ROSA MERCEDES GOMEZ FAJARDO"
00000000002192,True,Capítulo de libro,Gestión de la innovación en Pymes del sector terciario en la ciudad de Popayán Cauca,Colombia,2018,Nuevas realidades glocales e innovación Serie PYME Tomo III,978-958-56958-7-0,,133 - 152,Editorial del Tecnológico de Antioquia Publicar-T,REINALDO ERAZO RODRIGUEZ
00000000015901,True,Capítulo de libro,Overview Quantum Computation,Estados Unidos,2015,Theoretical and Computational Research in the 21st Century,9781771880336,,107 - 118,Apple Academic Press,"HERNANDO EFRAIN CAICEDO ORTIZ, MARIA ELIZABETH ADRIANA SANTIAGO CORTES"
00000000008489,True,Capítulo de libro,No me puedo cortar las venas: mayor Parga,Colombia,2017,Memorias: 12 historias que nos deja la guerra,978-958-59512-5-9,,226 - 243,Editorial La Patria,"JOSE RUBIEL NAVIA LAME, ANDRES ALEJANDRO CORDOBA CALVO, MARTHA CECILIA ROMERO MORENO, MARGARITA ISAZA VELASQUEZ, JUAN DIEGO RESTREPO ECHEVERRI, JULIANA CASTELLANOS DIAZ"
00000000003369,True,Capítulo de libro,"Miguel Angel Martinez Alfaro: retrato, vivencias y sus aportes en Colombia",México,2009,Miguel Angel Martinez Alfaro Y La Etnobotanica Mexicana Del Silgo Xx,9786077700180,,7 - 186,Ediciones Unam,"OLGA LUCIA SANABRIA DIAGO, ABIGAIL AGUILAR CONTRERAS, ARTURO ARGUETA, CRISTINA MAPES"
00000000015901,True,Capítulo de libro,Immunosensing with Electro-Active Photonic Devices,Reino Unido,2019,Immunosensors,978-1-78801-882-1,,42 - 57,Royal Society of Chemistry,MONICA ALEJANDRA MORENO RUANO
00000000015758,True,Capítulo de libro,ECONOMÍA DE SOLIDARIDAD Y POTENCIALIDADES PARA SU CONSTITUCIÓN COMO MOVIMIENTO SOCIAL EN EL DEPARTAMENTO DEL CAUCACOLOMBIA,Brasil,2020,Redes de solidaridad y organizaciones en contextos de diversidad,978-65-87396-20-0,,112 - 143,Editora Artemis,"WILLIAM BERNARDO MACIAS OROZCO, WILSON NOE GARCES AGUILAR, NANCY LILIANA CHAVEZ PALOMINO"
00000000015758,True,Capítulo de libro,EL ESTUDIO DE LA ORGANIZACIÓN SOLIDARIA EN COLOMBIA Y SU CONTEXTO DE DIVERSIDAD,Colombia,2020,Redes de solidaridad y organizaciones en contextos de diversidad,978-65-87396-20-0,,18 - 43,Editora Artemis,"WILLIAM BERNARDO MACIAS OROZCO, WILSON NOE GARCES AGUILAR"
00000000015758,True,Capítulo de libro,ECONOMÍA DE SOLIDARIDAD Y POTENCIALIDADES PARA SU CONSTITUCIÓN COMO MOVIMIENTO SOCIAL EN EL DEPARTAMENTO DEL CAUCA- COLOMBIA,Brasil,2020,Redes de solidaridad y organizaciones en contextos de diversidad,9786587396200,,113 - 144,Editora Artemis,WILSON NOE GARCES AGUILAR
00000000002936,True,Capítulo de libro,Niños y niñas con discapacidad en la escuela: Comprensiones existentes y posibles,Colombia,2020,Voces infantiles heterogéneas en contextos institucionales cambiantes,978-958-5150-05-8,,27 - 55,Centro Editorial Cinde,"AMPARO LOPEZ HIGUERA, JAIME ALBERTO SALDARRIAGA VELEZ"
00000000015758,True,Capítulo de libro,Educación contable en Colombia desde la cuarta revolución industrial,Colombia,2020,"Investigación en administración, negocios y contaduría frente a los retos de hoy",978-958-5512-80-1,,202 - 214,Editorial Coruniamericana,"RICARDO ALONSO COLMENARES FLOREZ, DENIS AUGUSTO LARA PAPAMIJA"
00000000015758,True,Capítulo de libro,Investigación contable entre imaginación y burocratización: tensiones y sentidos,Colombia,2020,Educación contable de calidad para la transformación social,978-958-8579-63-4,,187 - 206,UNIMAR,"WILLIAM BERNARDO MACIAS OROZCO, NANCY LILIANA CHAVEZ PALOMINO"
00000000015758,True,Capítulo de libro,La Organización solidaria en el Contexto Local el caso de los campesinos de Timbio Cauca,Colombia,2019,Geoeconomias de la Alteridad Paradojas de la eocnomía local y el mercado mundial,978-958-57243-9-6,,101 - 145,Samava,WILLIAM BERNARDO MACIAS OROZCO
00000000015758,True,Capítulo de libro,Formación agroecológica en la experiencia de las ¿escuelas agroambientales¿ del Comité de Integración del Macizo Colombiano (Cima),Colombia,2019,Experiencias comunitarias para la agricultura familiar en Colombia,978-958-784-231-9,,201 - 221,Universidad del Rosario,WILLIAM BERNARDO MACIAS OROZCO
00000000015758,True,Capítulo de libro,El componente social y humanístico en la formación del contador público: una lectura desde la ética de la responsabilidad,Colombia,2017,¿Qué escriben los docentes sobre lo que enseñan? El conocimiento disciplinar y el conocimiento didáctico de los docentes,978-958-56316-0-1,,51 - 67,Fundación Universitaria de Popayán,WILLIAM BERNARDO MACIAS OROZCO
00000000016879,True,Capítulo de libro,"Educación Incluyente Técnicas y prácticas pedagógicas en el programa de Contaduría Pública de la Fundación Universitaria de Popayán a partir del desarrollo de procesos de razonamiento lógico, comprensión lectora y lectura crítica",Colombia,2017,¿Qué escriben los docentes sobre lo que enseñan? El conocimiento disciplinar y el conocimiento didáctico de los docentes,-978-958-56316-0-1,,29 - 39,Fundación Universitaria de Popayán,"NORMAN OSWALDO CALDON QUIRA, FABIAN ALFONSO LOPEZ ALEGRIA, VILMA ISABEL FORERO OVALLE, LIZETH PAOLA MEJIA PINZON"
00000000016879,True,Capítulo de libro,"Estudio de la relación familia Norte Caucana y violencia en el Municipio de Puerto Tejada y Villa Rica (Departamento del Cauca, Colombia). A propósito de la crianza y el cuidado de la vida misma",España,2019,Helices y Anclas para el desarrollo Local,978-84-8163-601-7,,1338 - 1348,Editora Universidad De Huelva,"LINA JULIANA ROBAYO CORAL, WILSON NOE GARCES AGUILAR"
00000000016879,True,Capítulo de libro,Estrategias de Educación Inclusiva y Diversa en la Formación Contable: Reflexiones desde el Programa de Contaduría Pública de la Fundación Universitaria de Popayán,Colombia,2020,Innovando desde las organizaciones,978-958-58321-8-3,,34 - 45,Unisangil Editora,"ROSA MERCEDES GOMEZ FAJARDO, MAGDA AHUMADA PARDO"
00000000002936,True,Capítulo de libro,Tutorías de escritura académica entre pares,México,2017,"Desde la literacidad académica III: Perspectivas, experiencias y retos",978-607-545-002-5,,467 - 480,Universidad Autónoma de Tlaxcala,"PILAR MIRELY CHOIS LENIS, ADRIANA CAROLINA CASAS BUSTILLO, AMPARO LOPEZ HIGUERA"
00000000003369,True,Capítulo de libro,Un marco Referencial para la sustentabilidad biologica del Pacifico Colombiano,Colombia,2013,"Valoración Del Conocimiento, Uso, Manejo Y Prácticas De Conservación De La Diversidad De Recursos Forestales No Maderables En Diferentes Ambientes Socioculturales De La Region Del Pacífico Colombiano",9789589900925,,11 - 27,Universidad De Narino,OLGA LUCIA SANABRIA DIAGO
00000000003369,True,Capítulo de libro,Etnoeducación y construccion curricular sobre Naturaleza y Territorio con el pueblo Eperara Siapidara de los departamentos del Cauca y Nariño Pacifico surcolombiano,Colombia,2013,"Valoración Del Conocimiento, Uso, Manejo Y Prácticas De Conservación De La Diversidad De Recursos Forestales No Maderables En Diferentes Ambientes Socioculturales De La Region Del Pacífico Colombiano",9789589900925,,79 - 87,Universidad De Narino,"OLGA LUCIA SANABRIA DIAGO, ERNESTO HERNANDEZ"
00000000003369,True,Capítulo de libro,TACHI EUJA: Cosmovision Sia para la conservacion de la selva del Pacifico Colombiano,Colombia,2013,"Valoración Del Conocimiento, Uso, Manejo Y Prácticas De Conservación De La Diversidad De Recursos Forestales No Maderables En Diferentes Ambientes Socioculturales De La Region Del Pacífico Colombiano",9789589900925,,33 - 45,Universidad De Narino,OLGA LUCIA SANABRIA DIAGO
00000000002192,True,Capítulo de libro,Estrategias pedagógicas en el programa de Economía de la Universidad del Cauca,España,2019,Enseñanza y Aprendizaje de las Ciencias en Debate ,978-84-17729-78-3,,141 - 149,Universidad De Alcala,"ORIANA RIVERA LOZADA, ISABEL CRISTINA RIVERA LOZADA, PAULA ANDREA MENESES MEDINA"
00000000009075,True,Capítulo de libro,Los valores sociales: la asignatura pendiente en la educación superior,Colombia,2020,Por los caminos del pensamiento latinoamericano: Ciencias críticas y filosofía de la liberación,9789942333667,,249 - 272,Compas,"MARIA ALEJANDRA CEBALLOS CASAS, DIANA ISABEL GIRON MADRONERO"
00000000003625,True,Capítulo de libro,Acciones y trabajo colectivo para el desarrollo de un territorio,Colombia,2021,Redes y mapas de conocimiento en el Cauca,-978-958-732-457-0,,23 - 48,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO"
00000000009075,True,Capítulo de libro,Percepciones acerca del rol y las prácticas pedagógicas del docente universitario en los programas de psicología y licenciatura,España,2019,Estudios sobre innovaciones educativas,978-84-368-4258-6,,119 - 132,Piramide,CLAUDIA LORENA BURBANO GARCIA
00000000001221,True,Capítulo de libro,Modelos mentales en la enseñanza de la investigación: un nuevo enfoque,Portugal,2018,Investigação Qualitativa na Educação,978-972-8914-82-0,,427 - 436,LUDOMEDIA,"LUIS EDUARDO RUANO IBARRA, LADY MUNOZ BURBANO"
00000000007096,True,Capítulo de libro,Análisis del desempeño de un sistema prototipo de identificación por radiofrecuencia para controlar el acceso de personal en la alcaldía de Popayán,Colombia,2016,Desarrollo e Innovación en Ingeniería,-978-958-59127-3-1,,361 - 375,Editorial Instituto Antioqueño de Investigación,YANETH PATRICIA LOPEZ MUTIS
00000000001221,True,Capítulo de libro,Sentidos de la formación en la investigación formativa. Percepciones de estudiantes y de Instituciones Educativas de nivel básico y medio,Portugal,2018,&gt;Investigação Qualitativa em Educação,978-972-8914-75-2,,776 - 771,Edtorial Ludomedia (Portugal),"ERNESTO LEON CONGOTE ORDONEZ, ANDRES ERNESTO TORRES CAP"
00000000008591,True,Capítulo de libro,ARTESANÍA,Colombia,2013,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,978-95899937-3-6,,515 - 537,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,JORGE ANIBAL CORAL GUERRON
00000000002175,True,Capítulo de libro,"Chakra/aja achuar.shiwiar-shuar/kewene: ecosistemas amazónicos, huertas, y producción de alimentos",Colombia,2018,"Gastronomía amazónica. Valoración, salvaguarda y difusión de la sabiduría y conocimiento de las nacionalidades",9789942932235,,23 - 39,Universidad Estatal Amazónica,JAIRO TOCANCIPA FALLA
00000000003625,True,Capítulo de libro,"Mapas de conocimiento, una herramienta de gestión del conocimiento para la innovación",Colombia,2021,Redes y mapas de conocimiento en el Cauca,-978-958-732-457-0,,83 - 112,Editorial Universidad Del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, LUZ STELLA PEMBERTHY GALLO, ADOLFO PLAZAS TENORIO"
00000000009075,True,Capítulo de libro,Aulas creativas en investigación formativa del programa de psicología de la Fundación Universitaria de Popayán,Colombia,2019,Revolución en la Formación y la Capacitación para el Siglo XXI Vol. II,978-958-52333-3-1,,972 - 977,Editorial Instituto Antioqueño de Investigación,"DIANA ISABEL GIRON MADRONERO, CLAUDIA LORENA BURBANO GARCIA"
00000000009075,True,Capítulo de libro,Aulas creativas en investigación formativa del programa de psicología de la Fundación Universitaria de Popayán,Colombia,2019,REVOLUCIÓN EN LA FORMACIÓN Y LA CAPACITACI ÓN PARA EL SIGLO XXI Edición 2 (Vol. II),978-958-52333-3-1,,972 - 977,Editorial Instituto Antioqueño de Investigación,"DIANA ISABEL GIRON MADRONERO, CLAUDIA LORENA BURBANO GARCIA"
00000000007096,True,Capítulo de libro,Hacia la construcción de una estrategia de fomento al emprendimiento desde el aula de clase: la propuesta Superdesarrolladores en el Cauca,Colombia,2018,La investigación aplicada en la sociedad de la información: innovación y desarrollo,978-958-56608-4-7,,133 - 153,Corporación CIMTED,WILFRED FABIAN RIVERA MARTINEZ
00000000017064,True,Capítulo de libro,La democracia desde la práctica zapatista,México,2021,"Pensar las autonomías. Experiencias de autogestión, poder popular y autonomía",978-607-96751-7-2,,431 - 454,Bajo Tierra Ediciones,ODIN AVILA ROJAS
00000000002175,True,Capítulo de libro,Los Caminos de la Sutil Bebida,Colombia,2015,El Impúdico Brebaje. Los Cafés De Bogotá,978-958-58231-9-8,,55 - 63,Instituto Distrital de Patrimonio Cultural,JAIRO TOCANCIPA FALLA
00000000008591,True,Capítulo de libro,VIVIENDA POPULAR,Colombia,2013,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,978-95899937-3-6,,387 - 414,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,JORGE ANIBAL CORAL GUERRON
00000000010553,True,Capítulo de libro,Alternativas biológicas y fisicoquímicas para el tratamiento de lixiviados producidos en vertederos in-situ y la generación de biogás,Colombia,2018,Globalización y desarrollo sostenible,978-83-235-3502-7,,117 - 128,"Wydawnictwa Uniwersytetu Warszawskiego, Warszawa",RAFAEL MAURICIO PADILLA MORENO
00000000003625,True,Capítulo de libro,DINÁMICAS UEES Y PROCESOS DE APROPIACIÓN DEL CONOCIMIENTO PARA IMPULSAR LA ACTIVIDAD TURÍSTICA EN SILVIA CAUCA,Colombia,2019,Factores determinantes de los procesos de innovación en las organizaciones ,978-958-5504-48-6,,335 - 349,Institución Universitaria CESMAG,LUZ STELLA PEMBERTHY GALLO
00000000001221,True,Capítulo de libro,Aprovechamiento de las inteligencias y competencias de estudiantes: Posibilidades para la investigación formativa en el entorno universitario,Portugal,2017,Investigação Qualitativa em Educação,978-972-8914-58-5,,1958 - 1967,LUDOMEDIA,"LUIS EDUARDO RUANO IBARRA, ERNESTO LEON CONGOTE ORDONEZ, ANDRES ERNESTO TORRES CAP, FABIO CESAR CASTANO GONZALEZ, YINA MARCELA TOCOCHE PARDO"
00000000009075,True,Capítulo de libro,Psicología Organizacional y del trabajo en contextos organizacionales latinoamericanos,Ecuador,2020,Por los caminos del pensamiento latinoamericano: Ciencias críticas y filosofía de la liberación,978-9942-33-366-7,,100 - 130,Grupo Editorial Compas,"MARTHA ISABEL LASSO QUINTERO, SUSANA EUGENIA MAYA DURAN"
00000000009075,True,Capítulo de libro,Psicología Organizacional y del trabajo en contextos organizacionales latinoamericanos,Ecuador,2020,Por los caminos del pensamiento latinoamericano,978-9942-33-366-7,,100 - 130,Grupo Editorial Compas,"SUSANA EUGENIA MAYA DURAN, MARTHA ISABEL LASSO QUINTERO"
00000000003625,True,Capítulo de libro,"RED DE ACTORES PARA IMPULSAR EL DESARROLLO CULTURAL, SOCIOECONÓMICO Y TURÍSTICO DE SILVIA CAUCA",Colombia,2019,Factores determinantes de los procesos de innovación en las organizaciones ,978-958-5504-48-6,,368 - 384,Institución Universitaria CESMAG,"LUZ STELLA PEMBERTHY GALLO, VALENTINA VIVEROS PALACIOS, VIVIANA PATRICIA CRUZ PINO"
00000000002175,True,Capítulo de libro,"Conocimientos, memoria social y percepción de ¿La Ola¿/tsunami en Guapi.Una perspectiva Interdisciplinaria",Colombia,2015,"Conocimiento local y riesgo por tsunami en Guapi, Cauca¿.",978-958-732-200-2,,93 - 106,Universidad del Cauca,JAIRO TOCANCIPA FALLA
00000000002175,True,Capítulo de libro,"Conocimientos, prácticas y experiencias gastronómicas de las nacionalidades amazónicas: valoración y salvaguarda",Colombia,2018,"Gastronomía amazónica. Valoración, salvaguarda y difusión de la sabiduría y conocimiento de las nacionalidades",9789942932235,,89 - 175,Universidad Estatal Amazónica,JAIRO TOCANCIPA FALLA
00000000009075,True,Capítulo de libro,"Programa de acompañamiento vocacional desde una perspectiva subjetiva: El estudiante, sujeto de elección",Colombia,2018,Revolución en la Formación y la Capacitación para el Siglo XXI,978-958-56686-1-4,,261 - 268,Instituto Antioqueño de Investigación,"DIANA LORENA CAMPO BUITRAGO, YENNY ADRIANA FERNANDEZ MONTENEGRO"
00000000021902,True,Capítulo de libro,"EL TERRITORIO COMO ESCENARIO DE RECONCILIACIÓN, Y EL DEPORTE COMO HERRAMIENTA DE INCLUSIÓN Y REPARACIÓN PARA LAS VÍCTIMAS DEL CONFLICTO ARMADO: NIÑOS, NIÑAS Y ADOLESCENTES EN EL DEPARTAMENTO DEL CAUCA, A PARTIR DE LA FIRMA DEL ACUERDO DE PAZ DE 2016",México,2020,La construcción de la Paz,978-607-8784-073,,410 - 438,Universidad Autonoma Del Estado De Morelos,"NANCY JANNETH MOLANO TOBAR, LUZ MARINA CHALAPUD NARVAEZ"
00000000002175,True,Capítulo de libro,Antropologías en América Latina: agenda común y diversidad,Colombia,2017,"Antropologías en América Latina. Prácticas, alcances y retos",978-958-732-293-4,,367 - 371,Editorial Universidad Del Cauca,JAIRO TOCANCIPA FALLA
00000000009075,True,Capítulo de libro,"¿Ellos y mi ser anónimo¿. Psicosis, goce e identificación en la poesía de Raúl Gómez Jattin",España,2018,Focalizando áreas del saber desde sus nuevas lecturas,978-84-17690-38-0,,1 - 15,Editorial Gedisa S.A.,"RICARDO ADRIAN GONZALEZ MUNOZ, MARIA DEL MAR OSORIO ARIAS"
00000000002175,True,Capítulo de libro,2. El Estado regulador y la Educación Superior en Colombia: algunos dilemas y revelaciones desde la antropología,Colombia,2017,"Antropologías en América Latina. Prácticas, alcances y retos",978-958-732-293-4,,55 - 88,Editorial Universidad Del Cauca,JAIRO TOCANCIPA FALLA
00000000001221,True,Capítulo de libro,Seguridad y privacidad en redes sociales virtuales: tipologías y perfiles actitudinales,Portugal,2017,Investigação Qualitativa em Ciências Sociais,978-972-8914-77-6,,1992 - 2001,LUDOMEDIA,"LUIS EDUARDO RUANO IBARRA, ERNESTO LEON CONGOTE ORDONEZ"
00000000009075,True,Capítulo de libro,"Freud, Schopenhauer y el romanticismo alemán: Una relación leída desde Thomas Mann Año de presentación",España,2018,Los contenidos de humanidades como lectura multidisciplinar,978-84-17690-22-9,,121 - 136,Editorial Gedisa S.A.,"RICARDO ADRIAN GONZALEZ MUNOZ, MARIA DEL MAR OSORIO ARIAS"
00000000017064,True,Capítulo de libro,MOOC: Cátedra de paz como un ejemplo de construcción interuniversitaria,Colombia,2021,Construcción de paz y desarrollo sostenible: una mirada desde los Derechos Humanos y el Derecho Internacional de los Conflictos Armados. Memorias de los Foros Regionales 2019,978-958-53101-6-2,,221 - 251,"Escuela Superior de Guerra ¿General Rafael Reyes Prieto""","JOHN ALEXANDER CASTILLO GARCES, WILLIAM DARIO CHARA ORDONEZ"
00000000008591,True,Capítulo de libro,MÚSICAS Y MÚSICOS,Colombia,2013,FOLCLOR COLOMBIANO DEPARTAMENTO DEL CAUCA,978-95899937-3-6,,131 - 176,PATRONATO COLOMBIANO DE ARTES Y CIENCIAS,JORGE ANIBAL CORAL GUERRON
