idgruplac,verificado,tipo,nombre,lugar,fecha,isbn,editorial,autores
00000000001014,True,Libro resultado de investigación,Alfabeticidad Publicitaria,Colombia,2011,978-958-4468826,SAMAVA,"LUIS ARLEYO CERON PALACIOS, ALBA LUCIA PEDRAZA BOLANOS"
00000000001014,True,Libro resultado de investigación,Génesis de una Morada,Colombia,2011,978-958-4468819,SAMAVA,"ALBA LUCIA PEDRAZA BOLANOS, LUIS ARLEYO CERON PALACIOS"
00000000001014,True,Libro resultado de investigación,¿Para Qué Se Lee Y Se Escribe En La Universidad Colombiana? Un Aporte A La Consolidación De La Cultura Académica Del País,Colombia,2013,978-958-716-628-6,Editora De La Pontificia Universidad Javeriana,PILAR MIRELY CHOIS LENIS
00000000001014,True,Libro resultado de investigación,"Palimpsestos: Trayectorias, Sentidos Y Prospectivas Pedagógicas",Colombia,2013,9789587321234,Editorial Unicauca,"IRMA PIEDAD ARANGO GAVIRIA, MARIA EDITH MURILLO"
00000000001014,True,Libro resultado de investigación,Los géneros académicos en la universidad: una secuencia didáctica para la enseñanza del ensayo,Colombia,2015,978-958-732-165-4,Universidad del Cauca,MARY EDITH MURILLO FERNANDEZ
00000000015873,True,Libro resultado de investigación,Aprender a investigar desde la Escuela,México,2016,9786074104196,"Innovación Editorial Lagares de México, S.A. de C.V.",NUBIA AMPARO ORTIZ GUERRERO
00000000001014,True,Libro resultado de investigación,Devenir competencias en apetencias-ecopedagogía y dialéctica de la comprensión orgánica,Colombia,2018,978-958-48-4515-3,Editorial Samava,LUIS ARLEYO CERON PALACIOS
00000000001014,True,Libro resultado de investigación,Configurar la lectoescritura-ecopedagogía y dialéctica de la comprensión orgánica,Colombia,2018,978-958-48-3893-3,Editorial Samava,LUIS ARLEYO CERON PALACIOS
00000000001014,True,Libro resultado de investigación,Contexto de la cultura escrita-ecopedagogía y epistémica de la comprensión orgánica,Colombia,2018,978-958-48-3892-6,Editorial Samava,LUIS ARLEYO CERON PALACIOS
00000000001014,True,Libro resultado de investigación,Queremos Seguir Otro Camino. Memorias del Conflicto Armado en Niños y Niñas en Situación de Desplazamiento en Popayán,Colombia,2018,978-958-732-259-0,Editorial Universidad Del Cauca,"MARIA ANDREA SIMMONDS TABBERT, PEDRO ANIBAL YANZA MERA, DEIBAR RENE HURTADO HERRERA"
00000000001014,True,Libro resultado de investigación,Poemas con Alas,Colombia,2019,9789589022191,Gamar Editores,MARY EDITH MURILLO FERNANDEZ
00000000015873,True,Libro resultado de investigación,Estudios Latinoamericanos en perspectiva comparada,Colombia,2016,978-958-775-839-9,Unal,"JULIAN ANDRES CAICEDO ORTIZ, SERGIO ANGEL BAQUERO"
00000000015873,True,Libro resultado de investigación,¿Hacía Dónde Va La Ciencia Política? Reflexiones Sobre La Disciplina En Colombia,Colombia,2015,9789588747859,Centro Operativo De Comunicaciones Y Medios Universidad Del Tolima,"JULIAN ANDRES CAICEDO ORTIZ, JULIAN ANDRES CUELLAR ARGOTE"
00000000015873,True,Libro resultado de investigación,El neocesarismo en Colombia. Algunos apuntes sobre el Uribismo y las causas perdidas,Colombia,2014,9789588747644,Universidad del Tolima,"JULIAN ANDRES CAICEDO ORTIZ, JULIAN ANDRES CUELLAR ARGOTE"
00000000002192,True,Libro resultado de investigación,Método de Planeación Tecnológica para Agrocadenas de Pequeña Escala,Colombia,2010,978-958-732-036-7,Ediorial Universidad Del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, LUZ STELLA PEMBERTHY GALLO"
00000000016909,True,Libro resultado de investigación,"Manuel Zapata Olivella Un legado intercultural Perspectiva intelectual, literaria y política de un afrocolombiano cosmopolita",Colombia,2016,978-958-8926-18-6,Desde Abajo,WILLIAM MINA ARAGON
00000000011727,True,Libro resultado de investigación,MANIFESTACIONES POLÍTICAS DESDE LA MOVILIZACIÓN Y LOS ESPACIOS SIMBÓLICOS DE PODER CULTURAL,Colombia,2019,978-958-5522-95-4,EDITORIAL USC,"KELLY GIOVANNA MUNOZ BALCAZAR, HECTOR MANUEL CUEVAS ARENAS, JOSAFAT MORALES RUBIO"
00000000011727,True,Libro resultado de investigación,La Ruta de la chirimía caucana,Colombia,2015,978-958-46-8377-9,"López Guevara, Alex Andrés","ALEX ANDRES LOPEZ GUEVARA, SANDRA MILENA LOPEZ GUEVARA, SANDRA ZUNIGA"
00000000003625,True,Libro resultado de investigación,Redes y mapas de conocimiento en el Cauca,Colombia,2021,978-958-732-457-0,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, ALBERTO GONZALES, CAROL JOAQUI, ADRIANA PAOLA SANCHEZ RICO, CAMPO ELIAS BERNAL"
00000000017064,True,Libro resultado de investigación,"De La Bolsa a Villa Rica ¿ Historias, tradiciones y memorias 1998-2018",Colombia,2019,9789584856975,Poemia Su Casa Editorial,WILLIAM MINA ARAGON
00000000011727,True,Libro resultado de investigación,Identidad Y Migración En La Revalorización De Los Territorios Rurales,México,2012,978-607-477-595-2,Universidad Autónoma Metropolitana,KELLY GIOVANNA MUNOZ BALCAZAR
00000000017064,True,Libro resultado de investigación,Deslumbramientos de América,Colombia,2017,9786079645779,Asociación Iberoamericana de filosofía practica,WILLIAM MINA ARAGON
00000000011727,True,Libro resultado de investigación,Imaginarios sociales. Cuatro aproximaciones desde las identidades y los espacios.,Colombia,2020,9789585583658,EDITORIAL USC,"KELLY GIOVANNA MUNOZ BALCAZAR, JOSAFAT MORALES RUBIO"
00000000008591,True,Libro resultado de investigación,Popayán en las Canciones de Sergio Rojas Fajardo,Colombia,2020,978-958-732-407-5,Editorial De La Universidad Del Cauca,"ADRIANA VALERA DE LA PROVIDENC, CARLOS HUGO AYALA, JORGE ANIBAL CORAL GUERRON, JUAN CARLOS GOMEZ ALVAREZ"
00000000017064,True,Libro resultado de investigación,"Africanidad, Indianidad y Multiculturalidad",Colombia,2017,9786079645786,Asociación Iberoamericana de filosofía practica,WILLIAM MINA ARAGON
00000000017064,True,Libro resultado de investigación,El indígena desde el zapatismo. Un caso de centralidad política del indio,México,2020,978-607-8520-45-9,Quinto Sol,ODIN AVILA ROJAS
00000000017064,True,Libro resultado de investigación,Estudios Latinoamericanos en perspectiva comparada,Colombia,2016,978-958-775-839-9,Unal,"JULIAN ANDRES CAICEDO ORTIZ, SERGIO ANGEL BAQUERO"
00000000011727,True,Libro resultado de investigación,CUIDANDO SEMILLAS TEJIENDO MEMORIAS,Colombia,2019,978958061423-4,EDITORIAL OVEJA NEGRA,"FRANCI YORLINE ASTAIZA BRAVO, ANGIE DANIELA FERNANDEZ MONTILLA, LAURA NATALIA VACA PARDO, VICTORIA EUGENIA ARENAS BELALCAZAR"
00000000011727,True,Libro resultado de investigación,MANIFESTACIONES POLÍTICAS DESDE LA MOVILIZACIÓN Y LOS ESPACIOS SIMBÓLICOS DE PODER CULTURAL,Colombia,2019,978-958-5522-96-1,EDITORIAL USC,"HECTOR MANUEL CUEVAS ARENAS, KELLY GIOVANNA MUNOZ BALCAZAR"
00000000011727,True,Libro resultado de investigación,"Desarraigos saqueos y resistencias. Tres décadas, otras miradas.",Colombia,2018,978-958-8928-57-9,Editorial Bonaventuriana,"FABIO ALBERTO LOZANO VELASQUEZ, KELLY GIOVANNA MUNOZ BALCAZAR, CLARA INES ATEHORTUA ARREDONDO, LUISA NATALIA CARUSO LOPEZ, ANGELA MARIA RODRIGUEZ LOPEZ, JORGE ARTURO SALCEDO RAMIREZ, GLORIA ESPERANZA GUERRERO CORTES"
00000000011727,True,Libro resultado de investigación,La Ruta de la chirimía caucana,Colombia,2017,978-958-732-248-4,Editorial Unicauca,"SANDRA ZUNIGA, ALEX ANDRES LOPEZ GUEVARA, SANDRA MILENA LOPEZ GUEVARA, MARIA FERNANDA JIMENEZ VALENCIA"
00000000017064,True,Libro resultado de investigación,Novela y política: una lectura desde el pensamiento intercultural de Manuel Zapata Olivella,México,2016,978-607-96457-5-5,Asociación Iberoamericana de filosofía práctica,WILLIAM MINA ARAGON
00000000011727,True,Libro resultado de investigación,"Se repara el plan de vida, pero no el corazón. Memorias de violencia, éxodo y reconstrucción comunitaria de las víctimas de la masacre de el naya",Colombia,2020,978-958-5583-38-2,EDITORIAL USC,"JOSE ARMANDO ORDONEZ CORDOBA, KELLY GIOVANNA MUNOZ BALCAZAR"
00000000008591,True,Libro resultado de investigación,"Recuerdos, 17 pasillos para piano de Karoll Jagiello",Colombia,2017,978-958-732-306-1,Sello Editorial Universidad del Cauca,ANDRES FERNANDO OTERO PATINO
00000000017064,True,Libro resultado de investigación,Manuel Zapata Olivella. Un humanista Afrodiaspórico,Colombia,2020,978 958 48 8813-6,Poemia Su Casa Editorial,WILLIAM MINA ARAGON
00000000017064,True,Libro resultado de investigación,"Violencias de género. Magnitudes, intervenciones públicas y otras metodologías para la participación de las mujeres",Colombia,2020,978-958-8614-38-0,Uniautonoma,EDNA PATRICIA MOSQUERA OROZCO
00000000007096,True,Libro resultado de investigación,Estudio de barreras a la innovación en Colombia en la región pacífico - Departamento del Chocó,Colombia,2020,978-958-49-3873-2,CIMARRON DIGITAL,WILFRED FABIAN RIVERA MARTINEZ
00000000002175,True,Libro resultado de investigación,"Antropologías en América Latina. Prácticas, alcances y retos",Colombia,2017,978-958-732-293-4,Editorial Universidad Del Cauca,"JAIRO TOCANCIPA FALLA, CRISTOBAL GNECCO VALENCIA"
00000000002175,True,Libro resultado de investigación,Investigar la vida social : orientaciones desde la etnografía,Colombia,2020,978-958-732-447-1,Ediorial Universidad Del Cauca,"JOSEF HANS DREXLER, JAIRO TOCANCIPA FALLA"
00000000008372,True,Libro resultado de investigación,Palabras al atardecer (Un discurso contra el neoliberalismo),Colombia,2020,978-958-48-9363-5,Ediciones Antropos,EDGAR DE JESUS VELASQUEZ RIVERA
00000000017064,True,Libro resultado de investigación,Indianismo vs. Vivir bien : la disputa vigente del indio en Bolivia,Colombia,2020,978-958-732-403-7,Editorial Universidad Del Cauca,ODIN AVILA ROJAS
00000000003792,False,Libro resultado de investigación,UNIVERSIDAD INTELIGENTE UNA MIRADA DESDE LA ADOPCIÓN DE TECNOLOGÍAS EMERGENTES,Colombia,2022,978-958-503-429-7,ECOE EDICIONES,"DEWAR WILLMER RICO BAUTISTA, CESAR DARIO GUERRERO SANTANDER, CESAR ALBERTO COLLAZOS ORDONEZ, GINA PAOLA MAESTRE GONGORA, MARIA CAMILA SANCHEZ VELASQUEZ, YURLEY CONSTANZA MEDINA CARDENAS"
00000000002192,False,Libro resultado de investigación,Estudio de perfil productivo rural y urbano del municipio de Silvia,Colombia,2014,978-958-8863-37-5,Programa De Las Naciones Unidas Para El Desarrollo Pnud,OLGA LUCIA CADENA DURAN
00000000002192,False,Libro resultado de investigación,"Capital Social, Sociedad Civil y Desarrollo Sostenible: En Busca de las Fuentes de Progreso en el Cauca",Colombia,2010,9789587320466,Ediorial Universidad Del Cauca,MONICA MARIA SINISTERRA RODRIGUEZ
00000000002192,False,Libro resultado de investigación,"Formulaciòn Y Evaluaciòn De Proyectos: Màs Que Un Proyecto, Un Plan De Negocios",Colombia,2009,978-958-44-4818-7,Ediorial Universidad Del Cauca,REINALDO ERAZO RODRIGUEZ
00000000002192,False,Libro resultado de investigación,La Educación Es La Ruta Al 2019...!,Colombia,2011,978-958-9243-94-7,Universidad del Tolima,OLGA LUCIA CADENA DURAN
00000000002192,False,Libro resultado de investigación,"Cauca, café con raíces.Caficulturas, agroecologías y economía social y solidaria",Colombia,2018,97-958-732-339-9,Editorial Universidad Del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Libro resultado de investigación,El patrimonio cultural en tiempos globales,Colombia,2018,78-958-732-322-1,Editorial Universidad Del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002192,False,Libro resultado de investigación,Introduccion Al Diseno De Sistemas De Iluminacion Y Control De Radiaciones,Colombia,2007,958-44-0214-5,Ediorial Universidad Del Cauca,CARLOS ALBERTO GONZALEZ CALLEJAS
00000000002145,False,Libro resultado de investigación,Análisis Comparativo de los métodos actuales de simulación hidráulica en PHABSIM-IFIM y su influencia en la evaluación del hábitat fluvial: propuesta de nuevos modelos hidráulicos unidimensionales,España,2005,92826-8,Proquest Information and Learning - España,JUAN MANUEL DIEZ HERNANDEZ
00000000002192,False,Libro resultado de investigación,Libro Redes De Conocimiento En El Pacífico Colombiano: Experiencias En La Construcción De Estructuras Para La Gestión De Conocimiento Territorial.,Colombia,2010,978-958-732-035-0,Editorial Universidad Del Cauca,DEYCY JANETH SANCHEZ PRECIADO
00000000004672,False,Libro resultado de investigación,"Lectura de la cotidianidad, Aproximaciones pedagógicas a las culturas caucanas",Colombia,2009,978-958-732-028-2,Editorial Universidad Del Cauca,"CARLOS CORREDOR JIMENEZ, FELIPE GARCIA QUINTERO, FRANCISCO GOMEZ CAMPILLO, NELSON HURTADO, NELSON FREDY OSORIO, HUGO PORTELA GUARIN, OSCAR EDUARDO POTES, JOSE RAFAEL ROSERO MORALES, ANA MARIA SOLARTE, CARMEN ELENA MONTEALEGRE"
00000000015142,False,Libro resultado de investigación,"LA INDUSTRIALIZACIÓN DE LA HOJA DE COCA. UN CAMINO DE INNOVACIÓN, DESARROLLO Y PAZ EN COLOMBIA",Estados Unidos,2018,978-1-940983-81-3,OPEN SOCIETY FOUNDATIONS,DORA LUCILA TROYANO SANCHEZ TROYANO SANCHE SANCHEZ
00000000002192,False,Libro resultado de investigación,Introduccion A Los Sistemas De Ventilacion Y Control De Ambientes Termicos,Colombia,2006,958-33-9524-2,Taller Editorial Universidad Del Cauca,"CARLOS ALBERTO GONZALEZ CALLEJAS, JUAN MIGUEL VILLA, JESUS EDUARDO BRAVO"
00000000002192,False,Libro resultado de investigación,Palabras Representaciones Y Resistencias De Mujeres En El Contexto Del Conflicto Armado Colombiano,Colombia,2007,958-628-471-9,Editorial Universidad Del Cauca,ALEJANDRA MILLER RESTREPO
00000000012288,False,Libro resultado de investigación,El diseño y la imaginación de los niños en un museo de historia.,España,2018,978-613-8-99574-6,Editorial Académica Española,CLAUDIA CONSTANZA PINZON ROMERO
00000000002192,False,Libro resultado de investigación,Plan participativo de desarrollo para la comuna seis de Ibagué,Colombia,2005,,El Poira,OLGA LUCIA CADENA DURAN
00000000002192,False,Libro resultado de investigación,Estudio de perfil productivo rural y urbano del municipio de Piamonte,Colombia,2014,978-958-8863-36-8,Programa De Las Naciones Unidas Para El Desarrollo Pnud,"OLGA LUCIA CADENA DURAN, ANDRES MAURICIO GOMEZ SANCHEZ, FABIAN ENRIQUE SALAZAR VILLANO"
00000000002145,False,Libro resultado de investigación,Poscosecha De Productos Hortofruticolas Para Entorno Virtual,Colombia,2008,978-958-9451-78-6,Editorial Universidad Del Cauca,"YAMID PISMAG PORTILLA, JOSE MANUEL TOBAR MESA, REINALDO VELASCO MOSQUERA"
00000000012288,False,Libro resultado de investigación,"Rethinking Scientific Change And Theory Comparison: Stabilities, Ruptures, Incommensurabilities?",Países Bajos,2008,978-1-4020-6274-2,Springer,"HOWARD SANKEY, PAUL HOYNINGEN HUENE, LENA SOLER"
00000000002192,False,Libro resultado de investigación,"(Re)configuración territorial en el Pacífico caucano: percepción, apropiación y construcción territorial en el municipio de Guapi",Colombia,2016,978-958-732-154-8,Universidad del Cauca,TULIO ANDRES CLAVIJO GALLEGO
00000000002192,False,Libro resultado de investigación,"Perfil Productivo Rural y Urbano de Timbiqui, Cauca",Colombia,2015,978-958-8902-11-1,PNUD COLOMBIA,OLGA LUCIA CADENA DURAN
00000000002145,False,Libro resultado de investigación,Guía Del Mercadeo De Plantas Aromáticas Y Especias En La Plaza De Mercado Del Barrio Bolívar En La Ciudad De Popayán,Colombia,2011,978-958-732-089-3,Taller Editorial Universidad Del Cauca,JOSE MANUEL TOBAR MESA
00000000002192,False,Libro resultado de investigación,Analisis Y Predicción De La Economía Del Cauca 1960-2005,Colombia,2006,9589451063,Universidad del Cauca,ALEJANDRA MILLER RESTREPO
00000000012288,False,Libro resultado de investigación,Scientific Realism And The Rationality Of Science,Reino Unido,2008,9780754658887,Ashgate,HOWARD SANKEY
00000000002192,False,Libro resultado de investigación,Manual de Desarrollo Institucional,Colombia,1999,9702104,Universidad del Cauca,ALEJANDRA MILLER RESTREPO
00000000002192,False,Libro resultado de investigación,Manual de Planeación Estratégica Municipal,Colombia,1999,9702120,Universidad del Cauca,ALEJANDRA MILLER RESTREPO
00000000002192,False,Libro resultado de investigación,Evaluacion Y Control De Ruido Industrial,Colombia,2005,958-33-8273-6,Editorial De La Universidad Del Cauca,"CARLOS ALBERTO GONZALEZ CALLEJAS, JUAN MIGUEL VILLA, JESUS EDUARDO BRAVO"
00000000002192,False,Libro resultado de investigación,"Agenda Ciencia Y Tecnología Caucacyt - Tejiendo Redes, Tejiendo Saberes .",Colombia,2005,958-9475-77-9,Universidad del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, LUZ STELLA PEMBERTHY GALLO"
00000000002192,False,Libro resultado de investigación,"Perdón, Violencia Y Disidencia",Colombia,2005,958-9475-53-1,Editorial Universidad Del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000002145,False,Libro resultado de investigación,"Biología Alimentaria de la Especie Íctica Rhamdia quelen en la cuenca media y baja de la quebrada Las Tallas, Cauca, Colombia",España,2013,978-3-659-07916-0,FLACSO : Facultad Latinoamericana de Ciencias Sociales Sede Chile,AUGUSTO PRADO ESPANA
00000000012288,False,Libro resultado de investigación,"After Popper, Kuhn And Feyerabend: Recent Issues In Theories Of Scientific Method",Países Bajos,2001,9781402002465,Springer,"HOWARD SANKEY, ROBERT NOLA"
00000000002145,False,Libro resultado de investigación,Motricidad Humana y gestión comunitaria: una propuesta curricular,Colombia,2008,978-958-732014-5,Universidad Del Cauca Facultad De Ciencias Naturales Exactas Y De La Educacion,GERARDO IGNACIO NAUNDORF SANZ
00000000012288,False,Libro resultado de investigación,Theories Of Scientific Method: An Introduction,Canadá,2007,9780773533455,Acumen Publishing,"HOWARD SANKEY, ROBERT NOLA"
00000000012288,False,Libro resultado de investigación,Incommensurability And Related Matters,Países Bajos,2010,9789048157099,Springer,"HOWARD SANKEY, PAUL HOYNINGEN HUENE"
00000000012288,False,Libro resultado de investigación,El aprendizaje de la música en la escuela a través del método Kodaly.,España,2018,978-620-2-11794-4,Editorial Académica Española,CLAUDIA CONSTANZA PINZON ROMERO
00000000002192,False,Libro resultado de investigación,Estudio de perfil productivo rural y urbano del municipio de El Tambo,Colombia,2015,978-958-8863-99-3,Programa De Las Naciones Unidas Para El Desarrollo Pnud,"OLGA LUCIA CADENA DURAN, ANDRES MAURICIO GOMEZ SANCHEZ, FABIAN ENRIQUE SALAZAR VILLANO"
00000000012288,False,Libro resultado de investigación,Aprendizaje musical en la escuela con el método kodály. Autor Diego María Arenas Aguilar / Editora Claudia C. Pinzón,Colombia,2017,978-958-48-2266-6,Fundación Alejandría,CLAUDIA CONSTANZA PINZON ROMERO
